Customer ID,Customer Name,Email,Phone,Country,Gender,Age,Company Name,Customer Type,Subscription Type,Benefits of Membership Type,Subscription Duration,Subscription Date,Subscription Price,Product ID,Product Type,Inquries,Assistance Type,Sales Rep ID,Sales Rep Name,Sales Rep Email,Sales Rep Phone,Cost of Product,Sales Amount,Sales Date,Sales Time,Payment Method,Demo Scheduled,Promotional Event Participation,Promotional Event,Response Time (days),Product Status,Meaning,Refund Amount,Product Rating,Comments,Profit,Loss
172354b5-f178-44ee-b9a5-fefb91214c69,Regina Sanchez,marilyn25@example.com,+1796359348699,French Polynesia,Female,28,Romero LLC,Subscriber,Standard,Basic support,Monthly,2023-11-03,25.0,168,Collaboration Platform,Issue with product,AI-powered virtual assistant,N/A,N/A,N/A,N/A,87.15,153.91,2024-06-30,23:37:56,Airpay,Yes,Yes,Webinars on AI Integration in Business,9,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
b32510de-d486-4ca9-9e9b-06367279916f,Sarah Nunez,jared77@example.org,+1666747361342,Turkey,Female,58,Murphy Group,Non-Subscriber,Standard,Basic support,Yearly,2023-03-22,25.0,138,Graphic Design Software,Product question,AI-powered virtual assistant,N/A,N/A,N/A,N/A,56.1,236.58,2025-04-30,01:32:52,PayPal,No,Yes,AI-Driven Marketing Strategy Sessions,10,On Hold,The product delivery has been temporarily paused.,0.0,,,0.0,0.0
f508761c-df44-481e-828b-056ce84dc3a2,Jeremy Ryan,harrisonkimberly@example.net,+939383805128,Norfolk Island,Female,49,Boyle LLC,Subscriber,Free,Basic support,Yearly,2023-01-14,0.0,182,Project Management Suite,Product question,Sales Representative,8aca504a-a904-44e9-9ce7-7e76a3926619,William Graham,clarkadam@example.net,223.977.4258x6037,24.19,264.47,2025-05-29,03:28:33,PayPal,No,No,AI-Driven Marketing Strategy Sessions,6,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
8a3413b9-a1d3-4b99-8238-85a2bdaf8fa5,Lisa Casey,fkramer@example.com,+714672070403,Chile,Male,62,Avila-Hicks,Subscriber,Premium,Exclusive offers,Yearly,2024-06-15,50.0,131,Collaboration Platform,Promotional event,Sales Representative,9d542a68-cd19-44f9-ba18-c7f35ea515f3,Ms. Renee Raymond,kevin83@example.net,001-561-944-9417x153,94.7,192.15,2023-12-14,11:48:14,PayPal,No,Yes,Webinars on AI Integration in Business,5,Completed,The product has been successfully delivered.,0.0,3.0,Great Will buy again Great Great Excellent Will buy again Fantastic.,97.45,0.0
5a88950d-0f4e-46d7-8e99-c1b851518f48,Victoria Garrett,pinedagregory@example.org,+2277728820872,Ethiopia,Female,54,"Guzman, Williams and Pierce",Subscriber,Free,Exclusive offers,Monthly,2022-06-28,0.0,108,Collaboration Platform,Issue with product,Sales Representative,ce2e8a8b-6203-425b-a124-22a1c7c19e90,Rebecca Jordan,irich@example.net,+1-432-666-2639x125,78.96,171.99,2024-09-27,18:02:25,Credit Card,No,Yes,AI-Driven Marketing Strategy Sessions,2,Cancelled,The order was cancelled before completion.,151.99,1.0,Cancellation Due To Delays Service was not as described Service was not as described Service was not as described Cancellation due to delays.,-58.96,58.96
6988e4ef-5b54-4994-9b31-0405b731ec0d,Amy Fitzpatrick,codyhansen@example.com,+984661315777,Tokelau,Female,24,Green-Collins,Non-Subscriber,Standard,Basic support,Monthly,2024-09-02,25.0,197,Social Media Management Tool,Product question,Sales Representative,34482c55-aa43-4935-ac76-6d351754af42,Howard Pennington,whiggins@example.org,458.260.2828x2268,58.56,239.88,2022-11-28,14:34:46,Skrill,No,Yes,AI Technology Expos,9,Completed,The product has been successfully delivered.,0.0,5.0,Great Great Fantastic Great Will buy again.,181.32,0.0
0a6c94ad-0d52-4908-bd87-bc65c75334db,Dr. Anita Lamb,jenniferguerrero@example.com,+471717118750,Mali,Female,33,"Jones, Fletcher and Thomas",Subscriber,Free,Basic support,Monthly,2024-09-04,0.0,100,Chatbot and Conversational AI Platforms,Promotional event,AI-powered virtual assistant,N/A,N/A,N/A,N/A,41.67,157.91,2025-08-23,06:10:53,PayPal,Yes,No,AI-Driven Marketing Strategy Sessions,1,On Hold,The product delivery has been temporarily paused.,0.0,,,0.0,0.0
e0783575-b948-4b74-8530-47e777c99c62,Teresa Buck,michaelhendricks@example.com,+866674390941,North Macedonia,Male,61,Pitts Ltd,Non-Subscriber,Free,Exclusive offers,Monthly,2025-04-30,0.0,143,Performance Management Software,Issue with product,Sales Representative,aff46264-2df2-4dfa-b32b-d761ccf67710,Nicole Simmons,greenjeffrey@example.org,955.861.7646,61.26,258.26,2023-09-06,09:45:44,Credit Card,No,No,Webinars on AI Integration in Business,8,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
aa66ab39-6452-4882-bef9-77a90e165551,Jasmine Simmons DVM,rickyterry@example.org,+1298922733219,Haiti,Male,29,White and Sons,Non-Subscriber,Standard,Basic support,Monthly,2024-10-03,25.0,193,Video Editing Software,Issue with product,AI-powered virtual assistant,N/A,N/A,N/A,N/A,71.92,193.37,2025-07-23,17:57:48,PayPal,No,No,Webinars on AI Integration in Business,7,Completed,The product has been successfully delivered.,0.0,5.0,Excellent Great Will buy again Loved Loved Will buy again Will buy again Excellent.,121.45,0.0
21d6c716-eb9b-4dbc-8497-721fa121fe9e,Audrey Hoover MD,tony84@example.com,+456439554382,Djibouti,Male,37,"Mcgee, Cooper and Miles",Non-Subscriber,Premium,Exclusive offers,Monthly,2025-02-07,50.0,180,Content Management System (CMS),Promotional event,Sales Representative,7d06866b-17a7-4126-8c02-fb5f4b61606b,Julie Joseph,sdiaz@example.org,(662)332-3974,45.76,244.97,2024-06-03,08:18:21,Skrill,Yes,No,Workshops on Prototyping Solutions,7,Completed,The product has been successfully delivered.,0.0,5.0,Loved Fantastic Highly recommend Excellent.,199.21,0.0
28c1f508-accd-49b6-a2c9-565fb0b5ac05,Susan Gamble,johnsonlori@example.com,+339120964081,Bouvet Island (Bouvetoya),Male,64,Reynolds-Long,Subscriber,Standard,Basic support,Yearly,2025-05-02,25.0,195,Task Management App,Product question,Sales Representative,20f47d62-ea18-4d9c-b813-55127353e3eb,Frank Lee,ljohnson@example.com,+1-623-408-1551x4620,85.57,188.02,2024-07-29,04:47:05,Skrill,Yes,Yes,Workshops on Prototyping Solutions,9,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
a2fb6bf0-c98e-4ee0-8818-4dd729412350,William King,lawrence24@example.org,+1477454541472,Grenada,Male,62,"Morgan, Martinez and Gilbert",Subscriber,Premium,Basic support,Monthly,2025-08-14,50.0,179,Chatbot and Conversational AI Platforms,Product question,AI-powered virtual assistant,N/A,N/A,N/A,N/A,54.29,262.35,2025-05-28,16:52:04,Credit Card,Yes,No,AI-Driven Marketing Strategy Sessions,5,Completed,The product has been successfully delivered.,0.0,4.0,Highly Recommend Highly recommend Will buy again Highly recommend.,208.06,0.0
35adb40a-8eba-4e2f-8bec-45fb33b3ea7f,Hunter Bright,shaunking@example.com,+468300576060,Cayman Islands,Female,22,"Peterson, Harmon and Petersen",Non-Subscriber,Premium,Exclusive offers,Monthly,2023-08-17,50.0,183,Business Intelligence (BI) Tools,Promotional event,Sales Representative,c0fb3782-d942-40f6-b3d5-085a34eb2be1,Regina Hopkins,natalie09@example.com,669.434.3494x70577,80.37,189.77,2024-03-29,19:14:37,Skrill,No,No,AI Technology Expos,3,On Hold,The product delivery has been temporarily paused.,0.0,,,0.0,0.0
6cd1d561-63a3-4def-b030-a0b6850e452f,Kelly Meza,donald42@example.net,+1732242243801,Heard Island and McDonald Islands,Male,50,Nielsen-Wade,Subscriber,Standard,Exclusive offers,Monthly,2023-01-08,25.0,136,Mobile App Development Platforms,Product question,AI-powered virtual assistant,N/A,N/A,N/A,N/A,69.62,203.69,2022-09-05,20:10:58,Credit Card,No,Yes,Workshops on Prototyping Solutions,8,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
33c65fcb-37e8-48c6-9afd-c72c043a6a88,Samuel Sellers,brownkimberly@example.org,+743260860609,El Salvador,Female,65,Lopez-Lawson,Subscriber,Standard,Exclusive offers,Monthly,2025-08-07,25.0,122,Task Management App,Promotional event,Sales Representative,27399eff-8279-4c06-aaec-ec39ca01d660,Michael Hardy,changpaul@example.org,+1-398-264-1417,96.21,189.57,2024-11-22,20:50:27,Credit Card,Yes,No,AI-Driven Marketing Strategy Sessions,1,Completed,The product has been successfully delivered.,0.0,3.0,Highly Recommend Will buy again Will buy again Fantastic Great Will buy again Fantastic.,93.36,0.0
498f061c-d049-4919-b67b-90da789b9990,Pamela Scott,cannonlori@example.net,+344459692097,Holy See (Vatican City State),Female,38,Weber Inc,Non-Subscriber,Premium,Basic support,Yearly,2022-05-06,50.0,194,Prototyping Tool,Issue with product,AI-powered virtual assistant,N/A,N/A,N/A,N/A,65.65,182.14,2023-11-18,14:13:27,Credit Card,Yes,No,Workshops on Prototyping Solutions,4,Completed,The product has been successfully delivered.,0.0,3.0,Excellent Highly recommend Highly recommend Excellent Fantastic Highly recommend.,116.49,0.0
e5fc4d09-4724-416f-aaf9-5f67d934c17a,Johnny Campbell,daniellenelson@example.com,+1973115414853,Iceland,Female,22,Carrillo Ltd,Subscriber,Free,Basic support,Monthly,2024-03-26,0.0,103,Chatbot and Conversational AI Platforms,Promotional event,Sales Representative,6955b14e-9ffc-4783-9bbd-a429e0412ff2,Carol Hughes,carlosknight@example.com,894-883-2835,68.53,180.86,2022-02-28,06:58:00,Airpay,Yes,No,Panel Discussions with AI Experts,5,Completed,The product has been successfully delivered.,0.0,3.0,Excellent Excellent Great Loved.,112.33,0.0
bc16d93d-1d8f-4fdb-ac3e-c15d676d324c,Michael Morton,bakerkathleen@example.net,+2915496255165,Luxembourg,Male,55,Smith LLC,Subscriber,Free,Basic support,Monthly,2024-12-24,0.0,152,Graphic Design Software,Product question,Sales Representative,07dd129d-75e4-4b5a-a021-17c8e1799051,Debra Weeks,gary60@example.net,(601)559-0855x067,39.56,182.17,2022-02-12,08:20:16,Airpay,No,No,Workshops on Prototyping Solutions,1,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
6b66f262-b063-4fe3-bde4-7da570a696c8,Erin Fields,kkelly@example.net,+3573186248734,New Zealand,Male,47,Singh PLC,Non-Subscriber,Standard,Basic support,Monthly,2023-01-10,25.0,179,Video Conferencing Tool,Promotional event,AI-powered virtual assistant,N/A,N/A,N/A,N/A,31.18,173.29,2025-03-19,15:33:02,Airpay,No,Yes,Webinars on AI Integration in Business,1,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
35f06852-74db-4e3e-94cb-5bb9a1472160,Jorge Romero,emartin@example.net,+315117366451,Nepal,Male,39,"Knight, Wong and Moore",Subscriber,Premium,Basic support,Yearly,2023-05-12,50.0,147,Prototyping Tool,Product question,Sales Representative,b53c5772-adf8-4023-bd6d-7c316fbd88a5,Anne Hall,benjamin61@example.com,(798)583-8845x0892,24.5,168.86,2023-03-13,01:52:35,Airpay,Yes,Yes,Webinars on AI Integration in Business,3,Cancelled,The order was cancelled before completion.,148.86,2.0,Service Was Not As Described Cancellation due to delays Cancellation due to delays Cancellation due to delays Service was not as described Cancellation due to delays Cancellation due to delays Cancellation due to delays.,-4.5,4.5
398df7d5-1c55-4e1f-8c36-10c5253fee48,Keith Harmon,eatkinson@example.com,+17725945924,Bangladesh,Female,42,Nelson LLC,Non-Subscriber,Free,Basic support,Yearly,2024-01-30,0.0,136,Data Analytics Tool,Issue with product,AI-powered virtual assistant,N/A,N/A,N/A,N/A,73.41,199.23,2023-08-04,14:17:16,Credit Card,Yes,No,AI-Driven Marketing Strategy Sessions,3,Cancelled,The order was cancelled before completion.,179.23,2.0,Service Was Not As Described Service was not as described Cancellation due to delays Cancellation due to delays Cancellation due to delays Service was not as described.,-53.41,53.41
c858d9a4-4d6d-47fe-b372-4121c0865a5e,Daniel Cameron,rojaspatrick@example.org,+1749587369180,Norfolk Island,Male,33,Elliott-Nixon,Non-Subscriber,Premium,Exclusive offers,Monthly,2023-09-29,50.0,181,Mobile App Development Platforms,Promotional event,AI-powered virtual assistant,N/A,N/A,N/A,N/A,20.02,208.84,2024-03-03,16:49:51,Credit Card,No,Yes,AI Technology Expos,3,Completed,The product has been successfully delivered.,0.0,3.0,Will Buy Again Highly recommend Loved Will buy again Will buy again.,188.82,0.0
e59a8d7b-192e-445a-9d0a-53475a3e3ebe,Kelly Nelson,bradley06@example.org,+1013481201330,Nepal,Female,22,"Hayden, Gilbert and Shaw",Non-Subscriber,Standard,Basic support,Monthly,2022-08-04,25.0,117,Project Management Suite,Issue with product,Sales Representative,64ca2d70-9a3f-4d57-8929-38f9f0dd046f,Dawn Hicks,donald30@example.org,+1-443-882-1358x645,36.96,217.11,2025-01-21,01:30:01,Credit Card,No,Yes,AI-Driven Marketing Strategy Sessions,9,On Hold,The product delivery has been temporarily paused.,0.0,,,0.0,0.0
fdec6d0e-56e7-4bb0-97de-6ae41193e4f0,Brad Hopkins,jacob84@example.org,+1593874133750,Barbados,Male,26,Reed-Leon,Non-Subscriber,Standard,Basic support,Monthly,2022-03-06,25.0,138,Event Management Software,Issue with product,Sales Representative,19dea39c-1d73-44e5-beaa-32cd254d1fd0,Laura Green,danielsrebecca@example.org,980.521.6113x384,40.22,251.39,2023-05-06,13:40:42,PayPal,No,No,AI Technology Expos,1,Cancelled,The order was cancelled before completion.,231.39,1.0,Cancellation Due To Delays Service was not as described Service was not as described Service was not as described Service was not as described Cancellation due to delays Cancellation due to delays.,-20.22,20.22
1ca54f90-9118-4fbd-aee3-adb00dde690d,Rachel Glass,alyssa05@example.org,+14145569948,Netherlands Antilles,Female,34,Bean PLC,Subscriber,Premium,Basic support,Yearly,2022-04-16,50.0,178,E-commerce Platform,Issue with product,Sales Representative,b8c754ae-c888-4302-9023-40801cc57638,Jennifer Ford,barryamber@example.org,(893)645-8825x2433,64.73,209.47,2024-07-08,20:17:32,PayPal,No,No,AI-Driven Marketing Strategy Sessions,5,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
d1a106b4-44d3-4bce-9e9a-e16135d22da7,Michele Wallace,sallyvillarreal@example.net,+15026405738,Montenegro,Male,39,"Barnes, Jones and Williams",Subscriber,Standard,Exclusive offers,Yearly,2025-02-01,25.0,189,Collaboration Platform,Issue with product,AI-powered virtual assistant,N/A,N/A,N/A,N/A,74.61,224.71,2025-03-09,03:54:07,Skrill,No,No,AI Technology Expos,5,Completed,The product has been successfully delivered.,0.0,5.0,Excellent Highly recommend Great Fantastic Great Highly recommend Loved.,150.1,0.0
c5bb475e-85aa-4449-87cd-be1d7996b624,Rhonda Chase,josephcrosby@example.org,+122994138593,Sao Tome and Principe,Female,41,"Reed, Diaz and Smith",Non-Subscriber,Free,Basic support,Monthly,2024-03-05,0.0,136,Data Analytics Tool,Promotional event,Sales Representative,39696e83-c187-488b-b63e-97a7506216c1,Becky Miller,brownshelby@example.org,+1-228-672-3935,66.94,178.55,2023-04-11,23:57:15,Credit Card,Yes,Yes,Panel Discussions with AI Experts,7,Completed,The product has been successfully delivered.,0.0,3.0,Great Will buy again Fantastic Will buy again Will buy again Loved Excellent.,111.61,0.0
646d84f9-6153-4975-b89d-f491ee246c1e,Lisa Navarro,briancrane@example.com,+1125621358883,Angola,Female,28,Lyons PLC,Non-Subscriber,Standard,Exclusive offers,Monthly,2025-08-15,25.0,199,Graphic Design Software,Product question,AI-powered virtual assistant,N/A,N/A,N/A,N/A,54.03,259.09,2022-06-02,21:20:16,Credit Card,No,No,Workshops on Prototyping Solutions,4,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
e421ef14-9421-4cc8-81cc-4b020496e856,Daniel Lambert,brandonlopez@example.com,+944556447969,Senegal,Female,29,"Hansen, Torres and Harris",Non-Subscriber,Standard,Exclusive offers,Yearly,2024-12-14,25.0,200,Video Conferencing Tool,Issue with product,AI-powered virtual assistant,N/A,N/A,N/A,N/A,46.54,225.37,2022-03-29,12:29:26,PayPal,No,No,Webinars on AI Integration in Business,8,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
7b9dcc16-7846-4669-b92c-4aa27b8364b1,Zachary Ortega,erin18@example.net,+897456028150,Morocco,Male,35,Miranda Ltd,Non-Subscriber,Free,Basic support,Monthly,2025-03-01,0.0,165,Performance Management Software,Issue with product,Sales Representative,898b92de-ca1f-4925-9ee5-00e33bc0ed22,Melissa King,pgolden@example.com,660-513-8521x2513,77.64,253.44,2023-10-15,00:07:21,PayPal,Yes,Yes,AI Technology Expos,2,On Hold,The product delivery has been temporarily paused.,0.0,,,0.0,0.0
625317ec-19b5-416f-8297-7b61dd076948,Anthony Rodriguez,colonjennifer@example.net,+67772158044,Guinea-Bissau,Male,61,Becker-Barnes,Subscriber,Free,Basic support,Yearly,2023-02-16,0.0,150,Content Management System (CMS),Product question,AI-powered virtual assistant,N/A,N/A,N/A,N/A,29.82,259.8,2024-09-16,00:02:53,Airpay,Yes,No,AI Technology Expos,8,On Hold,The product delivery has been temporarily paused.,0.0,,,0.0,0.0
c54ec67c-ee4d-4226-8f88-f31baa6b7960,Tina Terrell,lcooper@example.net,+9677513118231,Sri Lanka,Female,52,Foster Ltd,Subscriber,Premium,Basic support,Yearly,2024-11-19,50.0,175,Video Conferencing Tool,Promotional event,Sales Representative,38e2bf2f-4f1c-4a09-888c-94531f613ff0,Danielle Fritz,russell03@example.org,(645)276-1254,37.67,163.02,2023-10-19,03:31:53,PayPal,No,No,AI-Driven Marketing Strategy Sessions,5,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
a454339e-9f2b-426e-8943-54b6df36bcd5,Kimberly Martinez,kaylahernandez@example.com,+257504693007,South Africa,Male,33,"Simon, Williams and Mendoza",Non-Subscriber,Standard,Basic support,Yearly,2023-03-19,25.0,105,Video Editing Software,Product question,AI-powered virtual assistant,N/A,N/A,N/A,N/A,54.72,268.23,2024-05-05,09:27:41,Airpay,Yes,No,Workshops on Prototyping Solutions,1,Completed,The product has been successfully delivered.,0.0,3.0,Fantastic Great Great Will buy again Highly recommend.,213.51,0.0
cb8c681a-10ef-4577-82d6-8419df0020cc,Lindsay Holmes,stephanie88@example.com,+2250824068587,Mauritania,Female,60,Robinson-Anderson,Subscriber,Premium,Basic support,Monthly,2025-11-22,50.0,170,Cloud Storage Solution,Issue with product,Sales Representative,e72c294f-4c3f-4d55-a428-8ba12b4bb130,Michael Blair,bonniehanna@example.org,001-488-696-7523x40162,44.52,163.55,2024-03-04,18:39:35,Credit Card,No,Yes,Webinars on AI Integration in Business,5,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
90358535-c8b8-4a34-a547-5d4cdff7a89e,George Harrell,cameron19@example.net,+1273938376566,Zambia,Female,47,"Pierce, Massey and Johnson",Subscriber,Standard,Exclusive offers,Yearly,2022-01-08,25.0,144,Website Builder,Promotional event,AI-powered virtual assistant,N/A,N/A,N/A,N/A,71.03,289.14,2025-01-28,11:28:27,Airpay,Yes,Yes,Webinars on AI Integration in Business,2,Completed,The product has been successfully delivered.,0.0,5.0,Loved Fantastic Highly recommend Will buy again Excellent.,218.11,0.0
8a5905ed-4b62-4938-867d-d0514af7006f,Mrs. Jennifer Olson,robinsonalan@example.net,+1944038942371,Uruguay,Female,65,"Gutierrez, Price and Chapman",Subscriber,Free,Exclusive offers,Yearly,2023-11-27,0.0,141,Point of Sale (POS) Systems,Product question,AI-powered virtual assistant,N/A,N/A,N/A,N/A,31.73,184.21,2023-02-27,00:56:04,Skrill,Yes,Yes,Webinars on AI Integration in Business,3,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
9cb36e5e-f7eb-41dc-946f-a2d291a7ee75,Michelle Calderon,mcdowelldanielle@example.org,+1537155916481,Portugal,Female,30,Mullins-Wise,Non-Subscriber,Premium,Exclusive offers,Monthly,2022-11-15,50.0,108,Inventory Management System,Issue with product,AI-powered virtual assistant,N/A,N/A,N/A,N/A,84.49,266.8,2022-12-12,04:07:01,Credit Card,Yes,No,Workshops on Prototyping Solutions,5,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
2f3d8e4e-cf1c-4716-b2cc-50912f3ce916,Willie Spencer,wsanchez@example.com,+183923481807,Falkland Islands (Malvinas),Male,54,Grant LLC,Subscriber,Free,Exclusive offers,Yearly,2022-08-31,0.0,184,Document Management System,Issue with product,Sales Representative,ab133f4c-1682-4d82-8390-438aa0f63602,Jeffrey Burns,bookerkelly@example.org,3624567579,60.38,274.26,2023-09-13,16:12:02,Skrill,No,Yes,Panel Discussions with AI Experts,4,In Progress,Work on the product is underway.,0.0,,,0.0,0.0
baa2a855-1a23-4092-9d90-74f8d11a60c9,Gregory Juarez,aprilclark@example.org,+6737951308179,Slovakia (Slovak Republic),Male,19,Smith PLC,Subscriber,Free,Basic support,Yearly,2024-10-22,0.0,176,Task Management App,Product question,AI-powered virtual assistant,N/A,N/A,N/A,N/A,99.39,215.35,2024-10-20,09:25:21,Airpay,No,No,Webinars on AI Integration in Business,4,Completed,The product has been successfully delivered.,0.0,3.0,Highly Recommend Excellent Fantastic Highly recommend Great Highly recommend.,115.96,0.0
ebfac151-a355-410d-9123-7b39e423a232,James Smith,richardbruce@example.net,+187169812009,French Polynesia,Female,22,"Wilkins, Bell and Fox",Non-Subscriber,Free,Basic support,Monthly,2024-12-23,0.0,163,Social Media Management Tool,Issue with product,AI-powered virtual assistant,N/A,N/A,N/A,N/A,35.05,217.68,2022-01-02,12:04:59,PayPal,Yes,No,Workshops on Prototyping Solutions,6,On Hold,The product delivery has been temporarily paused.,0.0,,,0.0,0.0
8ecb3d96-5335-4611-9287-823972b0bf7b,Mr. Brian Riggs,riveraroger@example.org,+754983962325,Christmas Island,Male,41,Pollard Ltd,Subscriber,Free,Exclusive offers,Yearly,2023-06-12,0.0,191,Video Conferencing Tool,Product question,Sales Representative,0fa0b15f-6034-470d-93e9-268bae4d7ab0,Todd Bowers,stevengaines@example.com,612.599.6455x0178,99.25,190.14,2022-11-06,03:26:35,PayPal,Yes,No,Webinars on AI Integration in Business,1,On Hold,The product delivery has been temporarily paused.,0.0,,,0.0,0.0
