Year,Country,Customer Name,Email,Phone Number,Job Requested,Response Time,Event Participation,Page Accessed,Sales Revenue,Payment Method,Resolution Status,Satisfaction Rating
2023,UK,Carrie Dunn,katkins@example.org,247.577.0387x4649,Inquiring about events,"(13,)",Yes,/event.php,3047.22,Bank Transfer,Resolved,1
2022,Jamaica,Connie Orr,angel10@example.com,520-286-7054,Chatting with Sales Representative,"(4,)",Yes,/prototype.php,6507.34,PayPal,Failed,2
2022,Russia,William Reese,shari15@example.net,+7 (073) 845-84-32,Scheduled Demo,"(6,)",Yes,/images/events.jpg,8877.52,PayPal,Failed,4
2025,Australia,Robert Price MD,lbennett@example.com,0438.412.016,Software Assistence,"(32,)",No,/event.php,7459.03,Bank Transfer,Resolved,1
2022,Germany,Patricia Robinson,katieyates@example.com,0341110371,Prototyping solutions,"(37,)",No,/prototype.php,2703.7,Debit Card,Failed,1
2023,Zambia,Sandra Nicholson,denise60@example.com,001-465-621-3334x97307,AI-Powered Virtual Assistant,"(43,)",No,/scheduledemo.php,6549.64,PayPal,Resolved,4
2024,Portugal,Samantha Alexander,reedkathleen@example.org,(955)377-9917,Chatting with Sales Representative,"(58,)",Yes,/scheduledemo.php,5905.75,Bank Transfer,Pending,4
2023,Jamaica,Theresa Brown,suttoncorey@example.org,592.974.5168x899,Inquiring about events,"(27,)",No,/images/events.jpg,9968.39,PayPal,Pending,2
2025,France,Roberta Howell,tylerronald@example.org,+33 (0)1 48 39 49 39,Prototyping solutions,"(15,)",No,/prototype.php,5268.02,PayPal,Pending,1
2024,USA,Jackie Hale,ian02@example.net,+1-861-605-6692,AI-Powered Virtual Assistant,"(8,)",No,/event.php,7025.45,PayPal,Failed,5
2022,China,Mandy Rollins,carrolldennis@example.net,18900852056,Chatting with Sales Representative,"(46,)",Yes,/images/events.jpg,9235.88,PayPal,Pending,4
2023,Zimbabwe,Madison Franklin,gsawyer@example.net,(861)941-4952x00577,AI-Powered Virtual Assistant,"(59,)",No,/images/events.jpg,4357.74,Debit Card,Failed,4
2022,Zambia,Dr. Jessica Clark,kirk41@example.com,+1-922-616-9840x4545,Software Assistence,"(23,)",Yes,/images/events.jpg,8215.99,Credit Card,Failed,2
2024,Japan,William Smith,carrmicheal@example.net,090-2049-3344,Chatting with Sales Representative,"(14,)",No,/index.html,5948.08,Bank Transfer,Resolved,5
2023,Zimbabwe,Ryan Mcdonald,yujacob@example.org,(784)859-7586x658,AI-Powered Virtual Assistant,"(42,)",No,/index.html,7272.98,Credit Card,Pending,4
2023,Brazil,Tara Nguyen,guerrerocandace@example.com,41 4793-4913,Scheduled Demo,"(50,)",Yes,/index.html,7312.82,PayPal,Resolved,1
2025,Zambia,Natalie Montgomery,melissa10@example.net,818-521-6977,Inquiring about events,"(5,)",No,/event.php,7046.26,PayPal,Resolved,1
2024,Russia,Kevin Wang,brett52@example.net,+7 770 312 95 40,Software Assistence,"(14,)",Yes,/images/events.jpg,6031.99,Credit Card,Failed,1
2023,Russia,Chad Ray,kathy52@example.com,+78237933471,Chatting with Sales Representative,"(31,)",Yes,/images/events.jpg,2513.47,Bank Transfer,Failed,3
2022,Netherlands,Angela Michael,stevencooke@example.net,459-980-6638x27175,Inquiring about events,"(32,)",Yes,/prototype.php,9584.7,Debit Card,Failed,5
2022,Zimbabwe,Gabrielle Long,ryannavarro@example.org,+1-252-418-6321,Prototyping solutions,"(41,)",No,/event.php,7121.63,Bank Transfer,Failed,3
2023,Brazil,Debbie Baker,justin10@example.com,+55 31 2873 3797,AI-Powered Virtual Assistant,"(41,)",Yes,/scheduledemo.php,3777.37,Bank Transfer,Resolved,3
2022,Germany,Megan Richardson,staceyprice@example.com,00647 48664,Chatting with Sales Representative,"(27,)",Yes,/event.php,6487.12,Bank Transfer,Resolved,3
2022,Germany,Scott Ayers,joseph73@example.org,+49(0)3827 10722,Software Assistence,"(39,)",No,/scheduledemo.php,3690.4,PayPal,Pending,1
2023,Canada,Amy Maynard,xsullivan@example.net,(109) 556-4772,Prototyping solutions,"(2,)",Yes,/index.html,2420.92,Debit Card,Resolved,3
2022,China,Ann Wilson,robinalexander@example.org,18850829046,AI-Powered Virtual Assistant,"(40,)",No,/images/events.jpg,6475.71,Debit Card,Resolved,3
2023,Russia,Tyler Walker,sandra59@example.com,+7 (931) 207-9287,AI-Powered Virtual Assistant,"(5,)",Yes,/index.html,1753.64,Bank Transfer,Failed,2
2022,Jamaica,Mary Collins,wsullivan@example.com,472-359-0708x94719,Scheduled Demo,"(23,)",Yes,/event.php,1223.88,Bank Transfer,Resolved,2
2024,India,Stephanie Whitehead,leekeith@example.net,0132065695,Chatting with Sales Representative,"(35,)",Yes,/images/events.jpg,6098.18,Credit Card,Failed,2
2022,France,Henry Burgess,paul85@example.org,+33 (0)3 85 37 89 23,AI-Powered Virtual Assistant,"(8,)",Yes,/scheduledemo.php,5073.56,Debit Card,Pending,2
2023,Jamaica,Calvin Gamble,davieselizabeth@example.org,308.671.9103,Inquiring about events,"(35,)",No,/event.php,3929.31,Credit Card,Pending,1
2024,Jamaica,Betty Richard,thernandez@example.net,+1-435-364-1154,Inquiring about events,"(18,)",No,/prototype.php,7918.74,Debit Card,Failed,5
2023,USA,Brent Martin,randybender@example.net,(579)835-9619x9130,AI-Powered Virtual Assistant,"(10,)",Yes,/event.php,2737.59,Bank Transfer,Resolved,1
2023,Zimbabwe,Anne Taylor,bartlettaustin@example.net,2567504239,Chatting with Sales Representative,"(15,)",Yes,/index.html,4424.74,Credit Card,Failed,3
2024,India,Stacy Taylor,nsanders@example.org,+911816602256,Scheduled Demo,"(50,)",No,/images/events.jpg,5049.7,Bank Transfer,Pending,2
2023,India,Joshua Williams,pateljoel@example.com,+913335718650,Scheduled Demo,"(3,)",No,/index.html,4503.36,PayPal,Pending,2
2025,Brazil,Alan Stokes,nicolegreen@example.org,+55 81 8156-2841,Chatting with Sales Representative,"(7,)",Yes,/images/events.jpg,2585.28,Credit Card,Pending,3
2025,UK,Anna Reyes,gomezregina@example.org,(642)904-8471,Prototyping solutions,"(56,)",Yes,/prototype.php,7107.73,Credit Card,Failed,3
2025,Australia,Matthew Davis,hessashley@example.org,(07)39694619,Scheduled Demo,"(57,)",No,/scheduledemo.php,9093.96,Credit Card,Resolved,1
2023,India,Matthew Freeman,beckyjordan@example.net,+918777003046,Chatting with Sales Representative,"(57,)",Yes,/prototype.php,6883.96,PayPal,Failed,4
2024,Jamaica,Erin Marks,esutton@example.net,(401)793-2750x9919,Scheduled Demo,"(37,)",Yes,/index.html,7964.16,Credit Card,Pending,4
2023,China,Dr. Brian Dominguez Jr.,lthompson@example.com,18775105477,Inquiring about events,"(1,)",No,/images/events.jpg,6174.81,Debit Card,Resolved,1
2024,China,Jennifer Johnson,veronicaberry@example.org,18960450313,Inquiring about events,"(45,)",Yes,/event.php,4666.36,Bank Transfer,Resolved,4
2024,Germany,David Taylor,zacharycampos@example.org,+49(0)5712 95446,Prototyping solutions,"(31,)",Yes,/scheduledemo.php,9608.75,PayPal,Pending,3
2025,China,Sara Lowe,logan66@example.net,13719176491,Software Assistence,"(16,)",No,/scheduledemo.php,3548.19,Bank Transfer,Failed,4
2025,Jamaica,Ashley Wheeler,jennifer92@example.com,549-676-8646,Inquiring about events,"(19,)",Yes,/images/events.jpg,9793.23,Bank Transfer,Resolved,4
2025,Netherlands,Ryan Burgess,johnsonshawn@example.org,442-413-1022x581,Software Assistence,"(2,)",Yes,/event.php,3468.39,PayPal,Failed,1
2023,Zambia,Abigail Newman,vmiller@example.org,788.461.4184,Inquiring about events,"(18,)",No,/scheduledemo.php,2035.36,Debit Card,Failed,1
2024,Portugal,Crystal Daugherty,brownmegan@example.net,+1-633-244-9427x441,Scheduled Demo,"(47,)",Yes,/scheduledemo.php,7476.55,Debit Card,Pending,5
2022,UK,Crystal Jones,rebecca64@example.com,001-767-384-7463x24173,AI-Powered Virtual Assistant,"(53,)",No,/event.php,7547.59,Bank Transfer,Failed,1
2024,Canada,Darren Johnson,phyllis81@example.net,477-959-1077,Chatting with Sales Representative,"(1,)",Yes,/event.php,2089.39,PayPal,Resolved,1
2024,Brazil,Shannon Martin,sanchezkayla@example.org,(071) 1312 8864,Scheduled Demo,"(30,)",No,/index.html,8352.75,PayPal,Failed,3
2024,Germany,Danielle Barnes,brianpittman@example.org,04851 101067,AI-Powered Virtual Assistant,"(7,)",Yes,/scheduledemo.php,4636.71,Bank Transfer,Pending,3
2024,France,Heather Wade,andrewjones@example.org,03 25 08 88 04,Prototyping solutions,"(33,)",Yes,/images/events.jpg,2973.98,PayPal,Failed,2
2025,Spain,Allen Weaver,chloe71@example.com,760.365.3537x4237,AI-Powered Virtual Assistant,"(22,)",Yes,/images/events.jpg,3333.45,Debit Card,Pending,1
2023,Russia,Amanda Pena,martinvalerie@example.org,85309772330,Scheduled Demo,"(19,)",No,/index.html,1683.89,Credit Card,Resolved,3
2025,Zambia,Laura Gonzalez,daniel02@example.org,698-644-8113x88466,Scheduled Demo,"(51,)",No,/prototype.php,4481.68,PayPal,Failed,4
2024,Jamaica,Samantha Johnson,aaron12@example.org,268.532.1231x41498,AI-Powered Virtual Assistant,"(54,)",No,/prototype.php,2680.02,Credit Card,Pending,3
2022,UK,Jeffrey Poole,michael65@example.com,001-954-683-6286x64694,Scheduled Demo,"(47,)",No,/images/events.jpg,2187.38,Credit Card,Resolved,5
2022,UK,Jackie Fisher,tylergreene@example.net,618-781-3033x5474,Inquiring about events,"(54,)",Yes,/images/events.jpg,7171.91,Credit Card,Pending,5
2023,Netherlands,Dustin Hutchinson,owensjennifer@example.com,9392941045,Software Assistence,"(38,)",Yes,/index.html,6469.27,Credit Card,Pending,4
2025,UK,Brandi Scott,harperkatherine@example.com,697.675.5152x344,Chatting with Sales Representative,"(12,)",No,/scheduledemo.php,1153.58,Bank Transfer,Failed,4
2023,China,Brett Forbes,nunderwood@example.net,13965845260,Scheduled Demo,"(30,)",No,/event.php,2411.98,Debit Card,Failed,1
2025,Canada,Stacy Wilson,jenniferbrown@example.com,(469) 731-7662,Inquiring about events,"(13,)",No,/prototype.php,6472.38,Debit Card,Failed,3
2024,Jamaica,Jason Blankenship,zlindsey@example.net,395-374-7639,Software Assistence,"(50,)",No,/scheduledemo.php,3549.73,PayPal,Resolved,4
2023,India,Peter Gordon,vross@example.com,+915356477439,Software Assistence,"(44,)",Yes,/scheduledemo.php,6149.38,PayPal,Failed,1
2025,India,Abigail Patel,barmstrong@example.org,00366713235,Chatting with Sales Representative,"(34,)",No,/event.php,4138.79,Credit Card,Resolved,4
2023,Spain,Alicia Romero,nmathews@example.com,(732)412-3676,Software Assistence,"(26,)",Yes,/scheduledemo.php,3570.88,Credit Card,Failed,1
2025,Brazil,Robert Burns,qhensley@example.net,+55 (011) 2202-0060,Prototyping solutions,"(25,)",No,/scheduledemo.php,1216.75,PayPal,Failed,5
2022,Zambia,Jordan Hoffman,hcaldwell@example.net,+1-412-922-4171x445,AI-Powered Virtual Assistant,"(60,)",No,/prototype.php,5939.33,Credit Card,Failed,4
2024,Portugal,James Lucas,brandonturner@example.com,360-305-9492x157,Software Assistence,"(22,)",No,/scheduledemo.php,8165.59,PayPal,Failed,3
2022,India,Patrick Fowler,youngtimothy@example.net,+915716237587,Inquiring about events,"(21,)",No,/images/events.jpg,3193.74,PayPal,Resolved,2
2024,Germany,Christy Ramirez,zperez@example.net,(04581) 77803,Prototyping solutions,"(55,)",Yes,/index.html,1763.43,Credit Card,Failed,5
2024,Zambia,Mr. Robert Coleman,dakotacarter@example.org,+1-341-519-9762x3764,Scheduled Demo,"(12,)",No,/scheduledemo.php,5593.31,PayPal,Pending,2
2024,Netherlands,Jason Steele,davidhancock@example.net,251-805-7627,AI-Powered Virtual Assistant,"(60,)",No,/images/events.jpg,6695.95,PayPal,Failed,5
2023,UK,Kim Riley,hcurry@example.org,531-763-4481x883,Software Assistence,"(47,)",No,/images/events.jpg,2969.64,Debit Card,Pending,1
2024,Portugal,Timothy Poole,charles43@example.net,(373)732-3439x36296,Software Assistence,"(9,)",Yes,/event.php,8037.9,Debit Card,Failed,3
2022,USA,Mrs. Brenda Smith MD,zmolina@example.org,+1-884-529-0891x75136,Scheduled Demo,"(60,)",No,/scheduledemo.php,7232.9,PayPal,Resolved,2
2022,Jamaica,Tonya Aguilar,charles94@example.com,(266)985-6987x573,Inquiring about events,"(59,)",Yes,/index.html,7772.5,PayPal,Failed,3
2025,Portugal,Frederick Huffman,cookderek@example.org,4727460950,Inquiring about events,"(11,)",No,/images/events.jpg,4567.34,Debit Card,Pending,5
2022,USA,Christine Richardson,zharper@example.net,001-491-455-7484,Software Assistence,"(9,)",Yes,/event.php,7768.26,Debit Card,Failed,4
2024,Spain,Jesus Owens,juan18@example.com,702-450-6917x60847,Chatting with Sales Representative,"(2,)",No,/event.php,2959.34,PayPal,Pending,4
2024,China,Elizabeth Gray,paynenathan@example.com,13101422974,Prototyping solutions,"(47,)",No,/index.html,7121.18,Bank Transfer,Resolved,1
2022,Canada,Robert Wood,jenniferballard@example.com,(437) 842-7368,Software Assistence,"(8,)",Yes,/prototype.php,7721.71,Bank Transfer,Pending,3
2025,Australia,Karen Bradley,raymondthomas@example.com,+61.463.771.517,Scheduled Demo,"(19,)",Yes,/event.php,9976.05,Bank Transfer,Pending,1
2023,Australia,William Leonard,dhall@example.net,1869-5770,Scheduled Demo,"(18,)",No,/event.php,7270.6,PayPal,Resolved,2
2023,France,Isabel Griffith,thomas66@example.com,06 95 43 36 75,Scheduled Demo,"(29,)",No,/scheduledemo.php,6182.14,Credit Card,Pending,5
2025,Portugal,Calvin Simon,alyssayates@example.net,477-599-5470,AI-Powered Virtual Assistant,"(37,)",No,/images/events.jpg,8693.18,Debit Card,Pending,1
2024,UK,Thomas Meyer,dawnoconnor@example.net,611-240-9378x46777,Chatting with Sales Representative,"(29,)",No,/images/events.jpg,7049.87,Debit Card,Resolved,5
2022,USA,Pamela Turner,debra13@example.org,(384)312-3856x1541,Scheduled Demo,"(42,)",Yes,/scheduledemo.php,1026.05,Debit Card,Failed,4
2022,USA,Kimberly Rodgers,icook@example.org,(309)388-1317x136,Inquiring about events,"(60,)",No,/event.php,3313.62,Debit Card,Resolved,5
2025,India,Leah Perry,favila@example.net,7916269872,Inquiring about events,"(1,)",No,/prototype.php,4589.23,Bank Transfer,Pending,2
2025,Spain,Kristin White,tgordon@example.net,001-918-595-3864x0318,Scheduled Demo,"(10,)",Yes,/scheduledemo.php,8467.1,Credit Card,Pending,5
2022,Canada,Angela Becker,brianamartin@example.com,(265) 644-6880 x299,Prototyping solutions,"(20,)",Yes,/event.php,9669.59,Debit Card,Failed,2
2022,Portugal,Joseph Ortega,lrodriguez@example.org,+1-526-442-6224x4085,Inquiring about events,"(2,)",Yes,/images/events.jpg,7932.49,Debit Card,Failed,4
2025,Zimbabwe,Mrs. Ashley Mack,montgomerychristopher@example.com,467-774-9888,Prototyping solutions,"(11,)",Yes,/prototype.php,5479.14,Credit Card,Pending,1
2024,India,Jacqueline Acosta,stacy91@example.com,03095339792,Inquiring about events,"(16,)",Yes,/prototype.php,5895.18,Credit Card,Pending,4
2024,Netherlands,Mark Parrish,gregory73@example.net,+1-692-893-8977x0140,Software Assistence,"(12,)",Yes,/images/events.jpg,6440.2,Bank Transfer,Failed,5
2022,Portugal,Crystal Walsh,idavenport@example.org,(601)491-5623,AI-Powered Virtual Assistant,"(32,)",No,/images/events.jpg,7112.83,Credit Card,Resolved,1
2025,France,Michele Robinson,acox@example.net,0223510413,Scheduled Demo,"(7,)",No,/event.php,9588.36,Bank Transfer,Resolved,1
2024,Zambia,Greg Kelley,jasonwilkerson@example.com,754-789-6784x50415,Software Assistence,"(45,)",Yes,/images/events.jpg,4042.13,Debit Card,Failed,5
2023,Spain,Misty Le,rodriguezsteven@example.net,001-225-895-7376x285,Software Assistence,"(42,)",No,/index.html,7686.81,PayPal,Failed,3
2024,UK,Laurie Silva,josephcharles@example.net,348.490.7941x0572,Inquiring about events,"(3,)",No,/scheduledemo.php,5857.78,Debit Card,Pending,5
2022,Zimbabwe,Erin Lucas,townsendjoseph@example.org,001-951-979-2477x4177,Software Assistence,"(18,)",Yes,/prototype.php,3146.15,Bank Transfer,Pending,4
2023,Australia,Ryan Grimes,mendozaerik@example.net,59970435,AI-Powered Virtual Assistant,"(31,)",Yes,/prototype.php,2182.12,Bank Transfer,Resolved,2
2023,Russia,Michael Sutton,kenneth14@example.com,8 (815) 977-87-12,Inquiring about events,"(7,)",No,/prototype.php,7621.09,Debit Card,Pending,4
2022,UK,Chelsea Barnes DDS,hughesmiranda@example.org,5082083736,Chatting with Sales Representative,"(37,)",No,/prototype.php,2072.71,Bank Transfer,Failed,4
2023,Netherlands,John Melton,bradley84@example.org,451.735.9363,Scheduled Demo,"(9,)",No,/index.html,9515.92,Debit Card,Failed,2
2025,Canada,Crystal Perez,fmendoza@example.net,401.411.7620,Software Assistence,"(1,)",Yes,/prototype.php,6321.93,Credit Card,Pending,1
2023,Spain,Jeffrey Hernandez,richardlisa@example.org,(261)784-4464,Scheduled Demo,"(59,)",No,/images/events.jpg,2879.89,Bank Transfer,Failed,5
2023,Spain,Luis Crawford,randall55@example.org,001-629-787-1663,Software Assistence,"(50,)",No,/index.html,4033.52,Bank Transfer,Pending,5
2025,Netherlands,Julie Freeman,lisa81@example.org,001-842-345-9190x26606,Prototyping solutions,"(8,)",No,/prototype.php,6260.76,Bank Transfer,Resolved,1
2023,Germany,Laura Martinez,timothy62@example.net,(02162) 35247,Chatting with Sales Representative,"(60,)",No,/prototype.php,9138.57,PayPal,Pending,3
2023,Portugal,Sherry Velez,michaelho@example.net,001-775-332-0174x632,Inquiring about events,"(18,)",Yes,/index.html,2170.31,Debit Card,Resolved,1
2025,Brazil,Christopher Ferguson,scurtis@example.org,+55 61 1295-5455,Chatting with Sales Representative,"(41,)",No,/event.php,6121.78,Debit Card,Failed,1
2024,Germany,Katherine Adams,nicholas96@example.net,04012 67722,Software Assistence,"(59,)",Yes,/event.php,4171.75,PayPal,Resolved,4
2024,UK,Laura Wade,david59@example.org,514.636.7744,Inquiring about events,"(20,)",Yes,/scheduledemo.php,3023.55,Debit Card,Pending,2
2022,Germany,Alan Reyes,zpowell@example.org,+49 (0) 2015 471215,Scheduled Demo,"(55,)",No,/prototype.php,5055.18,Bank Transfer,Pending,2
2022,Zimbabwe,Carla Rogers,kenneth66@example.net,001-498-212-2294x5593,Scheduled Demo,"(43,)",No,/event.php,1274.13,Debit Card,Pending,4
2022,USA,Alexander Jones,patriciamartinez@example.com,567-677-4000,Scheduled Demo,"(60,)",No,/prototype.php,9249.84,Credit Card,Resolved,3
2022,Australia,Amanda Jones,rhester@example.com,+61 459 861 906,Scheduled Demo,"(28,)",No,/prototype.php,2792.56,Debit Card,Pending,1
2024,Japan,Richard Fuller,peter62@example.com,070-6991-9821,AI-Powered Virtual Assistant,"(3,)",No,/prototype.php,2999.57,PayPal,Pending,4
2023,Brazil,Isaiah Bright,matthewsimon@example.net,+55 31 4542 5647,Prototyping solutions,"(29,)",Yes,/images/events.jpg,7395.24,Debit Card,Resolved,3
2023,USA,Travis Martinez,joel61@example.org,+1-450-716-1782x78479,Inquiring about events,"(6,)",Yes,/prototype.php,4548.37,Debit Card,Pending,5
2024,Portugal,Allison Villarreal,megan71@example.org,(454)891-7834x62260,AI-Powered Virtual Assistant,"(38,)",No,/event.php,7081.47,Debit Card,Resolved,3
2023,Brazil,Amber Navarro,johnkelley@example.org,(081) 6964-1603,Scheduled Demo,"(49,)",No,/prototype.php,2424.45,Credit Card,Failed,5
2022,USA,Mitchell Kim,xhood@example.net,(502)293-4672,AI-Powered Virtual Assistant,"(31,)",Yes,/event.php,2595.33,Credit Card,Pending,1
2024,Canada,Anthony Davis,elizabeth12@example.com,1 (491) 716-6561,Inquiring about events,"(27,)",No,/prototype.php,3558.44,PayPal,Pending,1
2025,Jamaica,Kayla Gonzalez,michellemitchell@example.net,310-649-6280,Chatting with Sales Representative,"(36,)",Yes,/scheduledemo.php,5705.45,Credit Card,Resolved,2
2023,Russia,Mr. Scott Gonzalez,brittney73@example.org,8 (553) 415-1603,Software Assistence,"(1,)",Yes,/prototype.php,5240.73,Debit Card,Resolved,2
2022,Zimbabwe,John Jones,kinggina@example.org,+1-731-638-0134x56266,AI-Powered Virtual Assistant,"(25,)",Yes,/prototype.php,2371.26,Debit Card,Pending,3
2025,Canada,Joan Gordon,paul82@example.net,656.641.9529,AI-Powered Virtual Assistant,"(21,)",Yes,/scheduledemo.php,4153.13,Debit Card,Pending,4
2024,Brazil,Stephanie Johnson,juliaoconnell@example.org,(041) 2782-1995,AI-Powered Virtual Assistant,"(2,)",Yes,/event.php,9444.21,PayPal,Resolved,1
2023,Japan,Jamie Khan,jodi81@example.com,070-7167-2470,Prototyping solutions,"(54,)",No,/images/events.jpg,4940.47,Bank Transfer,Failed,5
2022,Russia,Jeremy Ward,sheliabutler@example.net,+7 013 414 05 99,Software Assistence,"(16,)",Yes,/scheduledemo.php,8838.06,Bank Transfer,Resolved,3
2025,Zambia,Maria Ball,kurt69@example.com,+1-916-973-8437x0409,Software Assistence,"(22,)",Yes,/images/events.jpg,2752.57,PayPal,Failed,4
2024,Australia,David Garcia,patriciahendrix@example.com,7239-5186,Software Assistence,"(39,)",Yes,/scheduledemo.php,3601.6,Bank Transfer,Failed,1
2022,Portugal,Kathleen Jimenez,starkandrew@example.net,448.764.1590,Chatting with Sales Representative,"(57,)",No,/index.html,8295.37,PayPal,Failed,3
2025,Brazil,Andrew James,grace32@example.com,0800-873-7330,AI-Powered Virtual Assistant,"(29,)",Yes,/index.html,7574.64,Bank Transfer,Failed,1
2023,India,Kathryn Young,wendy61@example.net,+918638398841,AI-Powered Virtual Assistant,"(5,)",No,/images/events.jpg,3043.27,Credit Card,Failed,5
2025,Australia,Jesse Hopkins,milespamela@example.com,4990-6829,Inquiring about events,"(22,)",No,/index.html,6391.55,PayPal,Failed,4
2022,Canada,Ryan Frey,ugraves@example.net,408.074.8332,Prototyping solutions,"(6,)",No,/event.php,2316.88,Bank Transfer,Resolved,5
2025,Japan,Gail Bailey,ryankathryn@example.net,070-1240-0100,Scheduled Demo,"(31,)",Yes,/index.html,4261.3,PayPal,Resolved,5
2022,Zambia,John Johnson,sabrina39@example.net,226.930.7123,AI-Powered Virtual Assistant,"(39,)",Yes,/prototype.php,8143.36,Debit Card,Failed,3
2024,India,Stacy Edwards,tonyablack@example.org,04769467696,Software Assistence,"(48,)",No,/scheduledemo.php,4160.4,Credit Card,Resolved,2
2024,Russia,Austin Duke,morrisonrebecca@example.org,+7 232 625 49 60,Scheduled Demo,"(34,)",No,/prototype.php,2325.29,Debit Card,Pending,1
2023,Japan,Elizabeth Garza,smithbrandi@example.org,93-5355-7800,Prototyping solutions,"(26,)",No,/images/events.jpg,7983.89,PayPal,Failed,3
