Year,Country,Customer Name,Email,Phone Number,Job Requested,Event Participation,Page Accessed,Sales Revenue,Payment Method,Resolution Status,Satisfaction Rating
2023.0,Portugal,James Ortiz,hendersonkathleen@example.net,470-595-0507x9244,Inquiring about events,No,/images/events.jpg,1972.12,Debit Card,Pending,4
2022.0,Portugal,Jessica Salas,samantha57@example.org,(685)585-5847x637,AI-Powered Virtual Assistant,No,/prototype.php,1984.62,Debit Card,Resolved,4
2025.0,Germany,Thomas Lewis III,gina50@example.com,+49 (0) 9899 393042,Chatting with Sales Representative,Yes,/images/events.jpg,3837.1,PayPal,Resolved,1
2022.0,Netherlands,Terri Walsh,ronaldwilliams@example.org,403-333-4784x1514,AI-Powered Virtual Assistant,No,/images/events.jpg,1321.23,PayPal,Resolved,3
2023.0,USA,Andrew Hoffman,marcus40@example.net,286-949-0982,Scheduled Demo,No,/prototype.php,3066.81,PayPal,Pending,2
2025.0,Russia,Jordan Peterson,dgonzalez@example.org,8 (021) 022-0226,Scheduled Demo,Yes,/event.php,4023.14,PayPal,Pending,3
2025.0,Germany,Lisa Harding,terri24@example.org,+49 (0) 2996 590200,Scheduled Demo,Yes,/event.php,8798.15,Bank Transfer,Resolved,5
2024.0,Germany,Amy Perez DDS,angela84@example.org,00406994851,Inquiring about events,No,/images/events.jpg,531.38,PayPal,Pending,1
2023.0,Zimbabwe,Shane Edwards,heidi18@example.com,521-621-5496x8240,Inquiring about events,No,/event.php,9883.08,Credit Card,Resolved,5
2024.0,Zambia,Antonio Butler,elizabethwang@example.com,+1-959-246-0863x571,Scheduled Demo,No,/images/events.jpg,4976.41,Debit Card,Pending,3
2024.0,Jamaica,Christina Clark,richardmarshall@example.com,525-903-8606,AI-Powered Virtual Assistant,Yes,/event.php,1634.75,Bank Transfer,Pending,5
2023.0,China,Margaret Palmer,carlaramsey@example.net,15534768333,Scheduled Demo,No,/index.html,0.0,Debit Card,Failed,2
2025.0,China,Laura Jones,winterswhitney@example.net,18103526766,Scheduled Demo,Yes,/scheduledemo.php,2909.28,PayPal,Pending,1
2024.0,India,Dennis Eaton,beckystone@example.com,08804356750,Scheduled Demo,Yes,/index.html,3444.07,Credit Card,Pending,2
2025.0,Zambia,Karen Melendez,caitlynhernandez@example.net,283-442-8948x29556,Software Assistence,No,/scheduledemo.php,4425.49,Debit Card,Pending,1
2022.0,Australia,Ricky Gordon,jamie85@example.com,07 2164 2385,Software Assistence,No,/event.php,3408.91,PayPal,Pending,1
2025.0,Zambia,Corey Martinez,dawn38@example.com,+1-470-751-8759x58753,Inquiring about events,No,/event.php,0.0,Debit Card,Failed,2
2024.0,India,James Rodriguez,serranosheila@example.com,07778099468,Scheduled Demo,Yes,/images/events.jpg,0.0,Bank Transfer,Failed,4
2022.0,Zimbabwe,Nathan Deleon,lindsayvaldez@example.com,001-571-857-5722x2164,AI-Powered Virtual Assistant,No,/images/events.jpg,3850.21,Credit Card,Pending,4
2022.0,USA,Michael Gonzalez,clementscourtney@example.com,356-892-5092x087,AI-Powered Virtual Assistant,Yes,/index.html,0.0,PayPal,Failed,2
2022.0,Germany,Michelle Hunt,chelsea06@example.com,+49(0)4530202940,Prototyping solutions,Yes,/images/events.jpg,4658.82,Debit Card,Pending,5
2023.0,Portugal,Stephanie Vang,qjackson@example.net,001-460-297-5912x7129,Prototyping solutions,No,/prototype.php,9784.59,PayPal,Resolved,5
2022.0,Zambia,Katie Hernandez,joan56@example.net,+1-380-822-5033x33098,AI-Powered Virtual Assistant,No,/images/events.jpg,0.0,Debit Card,Failed,2
2024.0,Spain,Ashley Schroeder,jsmith@example.com,831.833.8329x370,Chatting with Sales Representative,Yes,/scheduledemo.php,0.0,Bank Transfer,Failed,3
2024.0,Zimbabwe,Robert Anderson,ijones@example.net,(940)302-8707x468,Prototyping solutions,No,/images/events.jpg,0.0,Debit Card,Failed,3
2023.0,Jamaica,Evan Hutchinson,perezdanny@example.org,444.500.0100x0616,Inquiring about events,No,/prototype.php,2578.47,PayPal,Pending,4
2024.0,Canada,Donald Patterson,jamesgarcia@example.net,502.422.1021,Software Assistence,Yes,/scheduledemo.php,0.0,Bank Transfer,Failed,4
2022.0,Portugal,Kelly Patel,kstout@example.net,4245218850,Inquiring about events,Yes,/index.html,2410.68,PayPal,Resolved,5
2022.0,Zambia,Angela Pearson,brice@example.net,(439)499-8663,Prototyping solutions,No,/index.html,0.0,Bank Transfer,Failed,2
2024.0,Russia,Lisa Gonzalez,rperez@example.com,+73188392560,Software Assistence,No,/scheduledemo.php,660.3,Debit Card,Pending,2
2023.0,France,Matthew Martin,joshua81@example.org,0465404641,Software Assistence,Yes,/index.html,4664.8,PayPal,Pending,5
2022.0,Canada,Edward Hunter,mary80@example.com,(170) 697-9884 x214,Software Assistence,No,/images/events.jpg,0.0,Debit Card,Failed,1
2023.0,USA,Gregory Brooks,timothywalker@example.org,874-696-4864x9057,Software Assistence,No,/images/events.jpg,1447.39,Debit Card,Pending,3
2023.0,Australia,Raymond Davis,chad84@example.com,03.0104.6583,Chatting with Sales Representative,No,/prototype.php,1327.24,Credit Card,Resolved,3
2024.0,Russia,George Zuniga,pbass@example.com,8 755 218 35 06,Inquiring about events,Yes,/scheduledemo.php,0.0,PayPal,Failed,2
2024.0,Portugal,Charles Acosta,lgardner@example.org,879.848.3526x96473,Inquiring about events,No,/images/events.jpg,0.0,Credit Card,Failed,4
2024.0,China,Shawna Owens,mistyhawkins@example.org,13073275056,Scheduled Demo,Yes,/scheduledemo.php,4708.58,Bank Transfer,Pending,3
2022.0,Netherlands,Sarah Wade,michaelfleming@example.com,(566)257-9546x13208,Inquiring about events,Yes,/images/events.jpg,1510.98,Bank Transfer,Pending,2
2024.0,USA,Linda Price,mikeyoung@example.com,001-242-710-6184,Scheduled Demo,Yes,/images/events.jpg,3354.32,PayPal,Pending,5
2023.0,Australia,Alexis Anderson,jamielewis@example.com,+61.8.4702.8280,AI-Powered Virtual Assistant,Yes,/prototype.php,0.0,Debit Card,Failed,4
2023.0,France,David Jacobs,kelly86@example.org,0478337321,Chatting with Sales Representative,No,/images/events.jpg,1162.22,Debit Card,Pending,3
2023.0,France,Cassandra Reed,joseph64@example.com,+33 (0)1 77 99 11 65,AI-Powered Virtual Assistant,Yes,/scheduledemo.php,1525.22,Debit Card,Resolved,2
2023.0,Spain,Sandra Morgan,gregg40@example.net,733.776.9422,AI-Powered Virtual Assistant,No,/prototype.php,4557.94,PayPal,Resolved,4
2022.0,India,Nicholas Sosa,ewoods@example.org,0287271748,Scheduled Demo,No,/images/events.jpg,1991.68,Debit Card,Pending,3
2022.0,Jamaica,Donald Beck,williamsjulie@example.org,(398)952-8624,Scheduled Demo,Yes,/event.php,6886.26,Bank Transfer,Resolved,1
2024.0,Jamaica,Alice Briggs,pskinner@example.org,8072990381,Software Assistence,Yes,/images/events.jpg,5582.82,PayPal,Resolved,3
2024.0,Russia,Robert Sims,hamptondebra@example.net,+75105028989,Prototyping solutions,No,/index.html,7344.65,Debit Card,Resolved,3
2025.0,China,Holly Miller,vdorsey@example.com,13806501309,Prototyping solutions,Yes,/prototype.php,0.0,PayPal,Failed,4
2025.0,Australia,Megan Miller,hurstsara@example.org,0436.948.905,Software Assistence,Yes,/images/events.jpg,2726.83,Debit Card,Pending,1
2024.0,India,Jodi Baker,robert70@example.net,+915652424758,Inquiring about events,No,/index.html,7587.11,Debit Card,Resolved,1
2025.0,Jamaica,Brandon Johnson,jay61@example.com,001-370-851-5355x89625,Inquiring about events,No,/index.html,2518.76,Credit Card,Resolved,3
2025.0,Australia,Katelyn Scott,stephenmaxwell@example.net,1499 2620,Inquiring about events,Yes,/prototype.php,4530.68,Credit Card,Pending,2
2024.0,India,John Parsons,hpatel@example.org,+911892233733,Software Assistence,Yes,/scheduledemo.php,2228.04,Bank Transfer,Pending,3
2025.0,UK,Miguel Lamb,margaretparsons@example.org,(282)793-1635x364,Inquiring about events,No,/scheduledemo.php,0.0,PayPal,Failed,2
2025.0,Germany,James Hensley,josephwood@example.net,03302 406567,Chatting with Sales Representative,Yes,/scheduledemo.php,0.0,Credit Card,Failed,4
2025.0,Zambia,Gregory Jones,richdavid@example.com,365-411-2807x801,Prototyping solutions,Yes,/index.html,5632.27,PayPal,Resolved,3
2024.0,India,Megan Sparks,vlam@example.com,5097828740,Inquiring about events,No,/images/events.jpg,0.0,Bank Transfer,Failed,5
2024.0,Canada,James Leach,jonescassie@example.org,+1 (347) 218-0755,Scheduled Demo,No,/images/events.jpg,7758.43,Debit Card,Resolved,2
2022.0,China,Michelle Wang,laurahansen@example.net,15887142790,Scheduled Demo,Yes,/images/events.jpg,7211.86,PayPal,Resolved,5
2022.0,Australia,Brandon Hunter,jenniferalvarez@example.org,(02)-0272-8504,Chatting with Sales Representative,No,/index.html,7357.02,Debit Card,Resolved,4
2025.0,Australia,Amy Washington,dawn85@example.org,02 6777 4780,Prototyping solutions,No,/index.html,1271.55,Bank Transfer,Resolved,5
2025.0,Japan,Matthew Colon,jacksonkatelyn@example.net,070-4722-8972,Inquiring about events,No,/index.html,0.0,Credit Card,Failed,1
2022.0,Zambia,Gary Berry,brianmoore@example.com,944.671.0774x250,Software Assistence,Yes,/prototype.php,6135.38,Bank Transfer,Resolved,2
2025.0,Zimbabwe,Evan Gibson,castanedajeffrey@example.com,+1-249-474-5143x6571,Software Assistence,No,/scheduledemo.php,1737.22,Debit Card,Pending,1
2024.0,Zimbabwe,Valerie Peterson,jennifer20@example.com,847-818-7464,Chatting with Sales Representative,Yes,/event.php,8462.31,PayPal,Resolved,2
2023.0,Australia,Mr. Clayton Hoffman Jr.,john31@example.org,07.7323.5815,Inquiring about events,Yes,/images/events.jpg,0.0,PayPal,Failed,2
2022.0,Spain,Joshua Tucker,josephsanchez@example.net,209-542-7689x3928,Scheduled Demo,No,/scheduledemo.php,0.0,Credit Card,Failed,2
2024.0,India,Isaiah Cowan,matthewedwards@example.org,09809965462,AI-Powered Virtual Assistant,Yes,/images/events.jpg,1799.24,Bank Transfer,Resolved,1
2023.0,Australia,Justin Johns,jacobjohnson@example.com,02.2091.4183,Prototyping solutions,No,/event.php,1163.39,Bank Transfer,Resolved,1
2023.0,China,Mr. Theodore Browning MD,lynchjoseph@example.net,18200120157,Software Assistence,Yes,/prototype.php,0.0,Credit Card,Failed,2
2022.0,Jamaica,Bryan Jones,juanharding@example.org,(594)552-4614,Scheduled Demo,Yes,/images/events.jpg,1856.87,Debit Card,Resolved,3
2025.0,Australia,Joshua Santana,dtran@example.net,+61.400.676.847,Software Assistence,Yes,/images/events.jpg,0.0,Credit Card,Failed,5
2023.0,France,Angelica West,christopher70@example.com,0244522928,Scheduled Demo,No,/event.php,0.0,PayPal,Failed,4
2025.0,Japan,Erik Harper,kathygibbs@example.com,090-5216-6198,Scheduled Demo,Yes,/prototype.php,6841.45,Bank Transfer,Resolved,3
2025.0,Japan,Jennifer Martin,hunterwilliams@example.org,13-3787-8999,Software Assistence,No,/prototype.php,4968.37,PayPal,Resolved,3
2025.0,Brazil,James Young,bullockdavid@example.net,(011) 9934-1007,Scheduled Demo,No,/scheduledemo.php,1058.25,PayPal,Pending,1
2025.0,USA,Alexander Garcia,berryandrew@example.net,247-623-6947x48235,Scheduled Demo,Yes,/images/events.jpg,0.0,PayPal,Failed,3
2025.0,Netherlands,Ryan Simmons,amandahenry@example.net,9998541442,AI-Powered Virtual Assistant,Yes,/prototype.php,3732.62,Bank Transfer,Pending,4
2022.0,Germany,Mark Ochoa,mosleyjane@example.com,05160 06199,Inquiring about events,No,/prototype.php,0.0,Bank Transfer,Failed,1
2024.0,Portugal,Cassandra Potter,apeterson@example.com,590-493-0772x541,Scheduled Demo,No,/images/events.jpg,0.0,Credit Card,Failed,2
2022.0,UK,Tammy Evans,stephen64@example.com,831.290.7413,Chatting with Sales Representative,Yes,/event.php,0.0,Bank Transfer,Failed,3
2022.0,UK,Stephen Hernandez,perryfletcher@example.com,385-960-2744x9115,Prototyping solutions,Yes,/event.php,0.0,Credit Card,Failed,4
2025.0,France,Brittney Hudson,rlewis@example.net,0415205351,Prototyping solutions,No,/index.html,675.21,Bank Transfer,Pending,3
2022.0,Spain,Megan Garcia,michael61@example.org,5433451560,Software Assistence,No,/prototype.php,1376.58,Debit Card,Resolved,5
2022.0,China,Jessica Martinez,kimamy@example.com,15510929085,Prototyping solutions,No,/scheduledemo.php,2834.21,PayPal,Pending,1
2025.0,Portugal,Bradley Lee,carlos03@example.net,(246)899-7156x1040,Chatting with Sales Representative,No,/images/events.jpg,4134.21,Credit Card,Pending,5
2024.0,Canada,Leonard Martin,kmarquez@example.org,423-991-8522 x415,Software Assistence,Yes,/index.html,8955.66,PayPal,Resolved,5
2025.0,Japan,William Durham,patricianguyen@example.com,27-5764-6377,AI-Powered Virtual Assistant,No,/prototype.php,0.0,Debit Card,Failed,2
2025.0,Japan,Leslie Russell,tiffany93@example.net,070-8477-4395,Prototyping solutions,Yes,/images/events.jpg,1362.13,PayPal,Resolved,1
2024.0,India,Brian Wilson,kimberly76@example.org,08449948910,Inquiring about events,No,/event.php,5710.98,Debit Card,Resolved,3
2022.0,USA,Anthony Nelson,heather80@example.net,+1-478-766-8870x771,AI-Powered Virtual Assistant,Yes,/prototype.php,4009.83,Credit Card,Pending,4
2024.0,Spain,Desiree Reynolds,mejiajeffrey@example.com,411.246.8910,Inquiring about events,No,/prototype.php,8478.62,Debit Card,Resolved,1
2025.0,Russia,Jason Bowman,walkerrichard@example.com,+7 282 535 3035,Prototyping solutions,Yes,/images/events.jpg,790.31,Bank Transfer,Pending,1
2024.0,Japan,Janice Medina,llucas@example.net,080-7506-9179,Software Assistence,No,/scheduledemo.php,0.0,Debit Card,Failed,2
2023.0,Spain,Chad Hanson,darren00@example.net,841.556.4250,Prototyping solutions,Yes,/event.php,2500.93,Bank Transfer,Pending,3
2024.0,Canada,Jessica Rios,bdavis@example.com,(294) 097-5065 x655,Scheduled Demo,Yes,/index.html,1829.06,Debit Card,Pending,1
2023.0,Canada,Jennifer Arroyo,dmartin@example.net,1 (321) 965-6668,Software Assistence,No,/event.php,0.0,PayPal,Failed,4
2023.0,USA,Mr. Steven Marsh,wagnerjamie@example.com,813.311.1391x4312,Prototyping solutions,No,/index.html,4925.81,Debit Card,Resolved,1
2023.0,Portugal,David Robles,hannahstewart@example.org,+1-476-470-6498,Inquiring about events,No,/prototype.php,0.0,Credit Card,Failed,3
2025.0,Netherlands,Charlotte Jones,max54@example.net,482-992-2609x395,Scheduled Demo,No,/index.html,0.0,Bank Transfer,Failed,5
2025.0,India,Michelle Gentry,natalie37@example.com,5823794879,Prototyping solutions,No,/index.html,1842.87,Credit Card,Pending,1
2023.0,China,Melissa Faulkner,jonesdavid@example.net,18900627381,AI-Powered Virtual Assistant,No,/event.php,3245.65,PayPal,Resolved,3
2024.0,Spain,Danny Franklin,vcolon@example.net,759-918-5152x347,AI-Powered Virtual Assistant,Yes,/index.html,0.0,Credit Card,Failed,2
2022.0,France,Jonathan Bright,drichardson@example.net,02 51 82 82 16,Software Assistence,No,/images/events.jpg,6323.56,Bank Transfer,Resolved,5
2024.0,Jamaica,Megan Bryant,chandeborah@example.com,001-814-838-9692x1328,Chatting with Sales Representative,No,/event.php,0.0,PayPal,Failed,2
2025.0,Germany,Cassandra Hernandez,sandra52@example.org,07786 27479,AI-Powered Virtual Assistant,No,/images/events.jpg,0.0,PayPal,Failed,5
2022.0,Brazil,Jeremiah Riley,dianawinters@example.org,(051) 4511 8153,Inquiring about events,Yes,/index.html,3930.44,Credit Card,Pending,1
2024.0,Portugal,Justin Rogers,danieljones@example.org,001-419-339-7717,Scheduled Demo,Yes,/images/events.jpg,4532.71,Bank Transfer,Resolved,1
2025.0,Jamaica,Carla Bright,walshpenny@example.com,+1-369-579-1667x07279,Inquiring about events,No,/prototype.php,833.18,Credit Card,Pending,4
2022.0,France,Randy Ellison,xmcneil@example.org,+33 1 64 62 45 27,Scheduled Demo,Yes,/index.html,2463.87,Debit Card,Pending,5
2024.0,Netherlands,Kenneth Hunt,gmooney@example.org,3912551907,Scheduled Demo,No,/event.php,0.0,Bank Transfer,Failed,5
2022.0,Russia,Eric Gallagher,joe77@example.com,8 489 575 22 27,Inquiring about events,No,/images/events.jpg,8195.18,Credit Card,Resolved,3
2022.0,Canada,Sherry Bowman,bennettsonya@example.com,1 (396) 590-2327,Prototyping solutions,No,/event.php,0.0,Debit Card,Failed,3
2024.0,Portugal,Alexander Butler,joelharmon@example.org,001-894-991-0000x157,AI-Powered Virtual Assistant,No,/scheduledemo.php,0.0,Credit Card,Failed,4
2024.0,Japan,Joseph Todd,tony44@example.org,070-2787-5370,Software Assistence,Yes,/event.php,0.0,PayPal,Failed,2
2025.0,Japan,Sean Sherman,morgan95@example.net,070-1442-2775,AI-Powered Virtual Assistant,Yes,/index.html,2990.67,Bank Transfer,Resolved,2
2025.0,France,Joseph Parrish,brownandrew@example.org,+33 2 52 66 06 91,AI-Powered Virtual Assistant,No,/scheduledemo.php,2220.23,PayPal,Pending,1
2025.0,USA,John Lopez,krista47@example.org,001-648-982-3399x8845,Chatting with Sales Representative,No,/images/events.jpg,2171.13,Debit Card,Pending,4
2024.0,China,Carl Garner,ggriffith@example.org,18774528642,Scheduled Demo,No,/scheduledemo.php,1879.61,Credit Card,Pending,4
2025.0,USA,Michael Webb,lisa96@example.net,+1-961-265-1692x87928,Chatting with Sales Representative,No,/index.html,4767.0,Debit Card,Resolved,5
2022.0,Brazil,Dr. Brian Saunders,whitechad@example.com,31 4427 2601,Prototyping solutions,Yes,/index.html,3247.01,Debit Card,Pending,4
2024.0,Australia,Roger Willis,howelldenise@example.org,(03) 1380 7762,AI-Powered Virtual Assistant,No,/scheduledemo.php,0.0,Debit Card,Failed,1
2024.0,Australia,Aaron Quinn,martinwilliams@example.net,0404.902.697,Inquiring about events,Yes,/images/events.jpg,4820.97,Bank Transfer,Resolved,4
2022.0,Russia,David Silva,varnold@example.com,8 (326) 518-3276,Prototyping solutions,Yes,/scheduledemo.php,0.0,Credit Card,Failed,2
2024.0,France,Andrew Jones,davidmartin@example.net,+33 (0)2 30 75 50 51,AI-Powered Virtual Assistant,Yes,/prototype.php,1433.81,PayPal,Pending,3
2023.0,Jamaica,Robert Costa,christophermartin@example.org,702-329-1222x4501,Chatting with Sales Representative,No,/index.html,1573.27,Bank Transfer,Resolved,3
2022.0,Japan,Michelle Hill,carrolllisa@example.org,080-4516-1738,Inquiring about events,Yes,/index.html,1185.53,Credit Card,Resolved,2
2025.0,France,Jeffrey Lewis,stepheningram@example.net,0253244464,AI-Powered Virtual Assistant,No,/scheduledemo.php,2685.19,Debit Card,Pending,2
2025.0,USA,Sarah Patel,enash@example.com,555.458.9992,Scheduled Demo,No,/prototype.php,4944.61,Debit Card,Pending,5
2024.0,Jamaica,Carlos Sharp,john80@example.net,(825)921-3408x066,AI-Powered Virtual Assistant,Yes,/prototype.php,3667.35,PayPal,Resolved,4
2022.0,Zambia,Lauren Patel,abush@example.net,+1-241-867-3409x7564,Software Assistence,Yes,/scheduledemo.php,0.0,Credit Card,Failed,4
2022.0,Brazil,Tyrone Ross,buchananmegan@example.org,(041) 2443-8782,Software Assistence,No,/index.html,4807.55,PayPal,Pending,1
2023.0,Jamaica,Sheila Compton,william92@example.org,655-912-2418x812,Scheduled Demo,Yes,/event.php,0.0,Bank Transfer,Failed,1
2025.0,Jamaica,Brandi Torres,john08@example.net,535.744.3284,AI-Powered Virtual Assistant,Yes,/images/events.jpg,2058.44,Debit Card,Pending,3
2023.0,Russia,David Carey,kristinewilliamson@example.net,+70282984785,Prototyping solutions,Yes,/index.html,4395.46,Debit Card,Pending,1
2025.0,Canada,Felicia Mccarty,hayesstephanie@example.net,178-770-6751 x600,Inquiring about events,Yes,/index.html,0.0,Debit Card,Failed,2
2023.0,India,Katherine Williams,kimberly08@example.net,00713066333,Chatting with Sales Representative,No,/prototype.php,7445.59,PayPal,Resolved,2
2025.0,Japan,William Mcdowell,josephwilliams@example.net,090-0013-4209,AI-Powered Virtual Assistant,No,/index.html,0.0,Credit Card,Failed,5
2023.0,Brazil,Raymond Nguyen,lauren47@example.net,+55 (021) 3094 1371,Inquiring about events,Yes,/event.php,0.0,Credit Card,Failed,2
2022.0,Canada,Rick Morris,rogerscolleen@example.com,1-168-030-4389,Inquiring about events,Yes,/event.php,2462.51,Debit Card,Resolved,3
2024.0,Jamaica,Andrea Holt,zwelch@example.org,+1-474-624-4490x1277,Software Assistence,No,/scheduledemo.php,9133.02,Bank Transfer,Resolved,1
2022.0,India,Tracy Jones,bphillips@example.com,+910779769578,AI-Powered Virtual Assistant,Yes,/event.php,4379.52,PayPal,Pending,5
2023.0,Zimbabwe,Ryan Anderson,autumnmoon@example.org,978.817.9600x81086,Software Assistence,Yes,/scheduledemo.php,8459.83,PayPal,Resolved,2
2024.0,Russia,Joe Edwards,scottgregory@example.com,83228233624,Chatting with Sales Representative,No,/scheduledemo.php,0.0,Credit Card,Failed,4
2024.0,Zimbabwe,Ashlee Mcdonald,leah42@example.net,(806)630-3129x98141,AI-Powered Virtual Assistant,No,/prototype.php,0.0,PayPal,Failed,3
2022.0,Jamaica,Thomas Juarez,anthony63@example.org,+1-824-931-2311,Inquiring about events,Yes,/index.html,1680.56,PayPal,Resolved,5
2022.0,Canada,Pamela Harris,ericarodriguez@example.com,1-119-298-2644,Scheduled Demo,No,/prototype.php,3196.73,Debit Card,Pending,2
2022.0,Australia,Lisa Kelley,pgillespie@example.net,+61 435 046 865,Chatting with Sales Representative,Yes,/index.html,1173.42,Debit Card,Pending,2
2022.0,USA,Janice Bishop,bryan59@example.net,5369212739,Scheduled Demo,No,/prototype.php,0.0,Bank Transfer,Failed,5
2022.0,France,Jeanette Lang,davisrhonda@example.net,05 55 12 19 37,Chatting with Sales Representative,No,/images/events.jpg,4825.23,Bank Transfer,Resolved,4
2024.0,USA,Jeffrey Wallace,moorejoshua@example.net,(395)557-6861x3396,Scheduled Demo,Yes,/scheduledemo.php,2313.42,Credit Card,Pending,3
2025.0,Japan,Laura Clark,velasquezcindy@example.org,27-5759-8716,Chatting with Sales Representative,No,/images/events.jpg,0.0,Bank Transfer,Failed,5
2023.0,UK,Ruth Lewis,palmerjoshua@example.net,4298373801,Chatting with Sales Representative,No,/event.php,3202.93,Credit Card,Pending,1
