Year,Country,Customer Name,Email,Phone Number,Job Requested,Event Participation,Page Accessed,Sales Revenue,Payment Method,Resolution Status,Satisfaction Rating
2023,Portugal,Dominic Jones,dukescott@example.net,+1-899-688-8454x340,Chatting with Sales Representative,Yes,/event.php,494.8380987381773,Credit Card,Pending,2
2024,Japan,Jacqueline Merritt,rjohnson@example.net,080-0114-4536,Software Assistance,Yes,/event.php,408.78626420047345,Credit Card,Resolved,6
2025,Jamaica,Eric Alexander,gibsonmary@example.com,582-267-9706x0101,Prototyping solutions,No,/prototype.php,182.5525542424814,Debit Card,Resolved,3
2025,Germany,Danielle Bass,gho@example.org,04111 20963,Scheduled Demo,Yes,/event.php,445.1455242895584,Credit Card,Failed,5
2022,Australia,Lindsey Kidd,martin15@example.net,(07)-1108-5980,Chatting with Sales Representative,Yes,/index.html,281.9469661475387,Credit Card,Pending,4
2022,Canada,Timothy Hall,fdillon@example.net,(698) 973-4014,Inquiring about Events,Yes,/event.php,420.42992694850483,PayPal,Resolved,3
2022,Netherlands,Jeffery Cooper,jonsharp@example.com,517.775.5704x48520,Software Assistance,No,/index.html,439.5388415508152,Debit Card,Resolved,5
2024,China,Laura Golden,sheliajohnson@example.com,14579002678,Software Assistance,Yes,/images/events.jpg,459.4641862172327,Bank Transfer,Resolved,5
2024,Zambia,Brenda Barrett,kristine16@example.org,583-786-5444,Inquiring about Events,Yes,/scheduledemo.php,452.0372534400301,Debit Card,Pending,3
2025,Portugal,Aaron Gray,randerson@example.com,(513)707-8022x8298,Inquiring about Events,Yes,/images/events.jpg,416.7604828107925,PayPal,Resolved,5
2024,Japan,Maria Warren,brandybrown@example.net,070-8338-9068,Prototyping solutions,Yes,/images/events.jpg,287.1308847256682,PayPal,Resolved,5
2025,Australia,Christopher Wolfe,pnicholson@example.net,(08) 6881 4361,Chatting with Sales Representative,No,/index.html,492.040707331989,Bank Transfer,Pending,2
2023,Spain,Joanne Watson,johnroy@example.org,365-390-9413,Software Assistance,No,/index.html,316.72241835691403,PayPal,Resolved,3
2025,Jamaica,Benjamin Jimenez,ibowman@example.net,+1-443-339-2707x742,Chatting with Sales Representative,No,/prototype.php,218.34916654974592,Credit Card,Resolved,2
2025,USA,Jennifer Mitchell,nwalker@example.com,001-249-553-6954,Chatting with Sales Representative,No,/index.html,107.37069134003625,Credit Card,Resolved,6
2023,Brazil,Joshua Barton,christinehendrix@example.net,+55 61 8708 8815,Chatting with Sales Representative,No,/event.php,427.4501026742578,Debit Card,Failed,3
2023,Portugal,Samantha Grant,ksalinas@example.net,691-270-3307,Prototyping solutions,Yes,/images/events.jpg,106.76340996875618,Bank Transfer,Pending,3
2023,Australia,Jonathan Wilkinson,kgray@example.org,08-1144-5577,Inquiring about Events,Yes,/prototype.php,204.18503117280096,PayPal,Failed,5
2023,Jamaica,Stacey Acevedo,nancyclements@example.com,+1-618-694-0828x889,Software Assistance,Yes,/prototype.php,471.8958085389707,PayPal,Failed,4
2022,Japan,John Brooks,pacealice@example.org,40-7314-6115,Prototyping solutions,Yes,/images/events.jpg,193.53468404798485,Credit Card,Resolved,5
2023,Russia,Elizabeth Brooks,gerald31@example.com,81991595901,Prototyping solutions,Yes,/scheduledemo.php,469.8876469274961,Bank Transfer,Pending,4
2025,Zimbabwe,Edward Coleman,yhernandez@example.net,+1-428-485-2739x24848,Chatting with Sales Representative,No,/prototype.php,419.72272260950893,PayPal,Pending,6
2025,France,Jeffery Williams,vanderson@example.com,0563267595,Software Assistance,Yes,/images/events.jpg,432.8325331055373,PayPal,Resolved,3
2022,India,Kelly Ferguson,cannonkevin@example.org,+916541715014,Inquiring about Events,Yes,/images/events.jpg,408.44262121317286,PayPal,Pending,2
2024,Russia,Jennifer Johnson,jwilson@example.com,+7 (004) 050-6469,Prototyping solutions,No,/images/events.jpg,479.98833973353146,Debit Card,Failed,3
2025,Jamaica,Briana Mcguire,ricky07@example.org,+1-305-679-2798x03839,Software Assistance,Yes,/prototype.php,153.3858330827466,Credit Card,Pending,5
2023,Canada,Hector Mendoza,ashley15@example.com,777.036.2038,Inquiring about Events,No,/event.php,422.32705827405715,Debit Card,Pending,4
2025,Zambia,Laura Hanson,ehester@example.net,+1-495-747-3021x7762,AI-Powered Virtual Assistant,No,/index.html,275.8115538605265,Credit Card,Pending,3
2022,Brazil,Laura Zimmerman,angela20@example.org,(081) 9930-9076,Software Assistance,Yes,/index.html,378.4093745125348,PayPal,Pending,6
2023,USA,Linda Ferguson,dakota90@example.net,9157533855,AI-Powered Virtual Assistant,Yes,/images/events.jpg,185.71247452132536,Credit Card,Failed,2
2023,Zimbabwe,Joseph Gallegos,marshallvanessa@example.com,001-363-803-5794,Chatting with Sales Representative,No,/images/events.jpg,200.01163814995158,Credit Card,Pending,6
2024,Germany,Jessica Kim,clarksean@example.com,+49(0)3773917895,Chatting with Sales Representative,Yes,/scheduledemo.php,395.4885099092734,Credit Card,Pending,6
2024,India,Heather Briggs,john84@example.org,0307830737,Scheduled Demo,No,/event.php,166.03204268665564,Credit Card,Resolved,4
2022,Canada,Pamela Barr,richard79@example.com,1 (189) 502-6127,Prototyping solutions,No,/scheduledemo.php,125.41341894179862,PayPal,Pending,3
2024,France,Harry Vargas,gregory95@example.org,+33 (0)1 78 29 32 17,Software Assistance,Yes,/index.html,146.72550964285944,PayPal,Pending,2
2024,Germany,Wendy Henry,ymeyer@example.net,08287 849517,Inquiring about Events,Yes,/event.php,272.1616219162024,PayPal,Resolved,2
2022,UK,Joshua Collins,erica73@example.net,02074960509,Scheduled Demo,Yes,/images/events.jpg,103.17610334443721,Bank Transfer,Pending,4
2022,Spain,Angel Stevens,hullpatrick@example.org,279.307.7021,Software Assistance,Yes,/event.php,456.05596050203195,PayPal,Pending,5
2025,USA,James Hart,andrew27@example.com,001-488-932-2114x93639,AI-Powered Virtual Assistant,No,/scheduledemo.php,488.3804592102402,Bank Transfer,Pending,4
2022,Brazil,David Bradley,josephrodriguez@example.com,+55 81 3016-7057,Inquiring about Events,No,/event.php,342.1285507261756,Bank Transfer,Resolved,4
2025,Netherlands,Vincent Campbell,lauravaldez@example.com,001-755-249-8544,AI-Powered Virtual Assistant,Yes,/images/events.jpg,444.0394248951742,Credit Card,Pending,3
2023,Australia,Daniel Gomez,austin56@example.org,07-5522-4582,AI-Powered Virtual Assistant,Yes,/event.php,316.48712037864175,Bank Transfer,Pending,3
2025,France,Anthony Love,swilson@example.net,+33 5 17 17 75 26,Chatting with Sales Representative,Yes,/index.html,267.89000309616665,Debit Card,Resolved,4
2022,Spain,Michael Fields,shannon75@example.com,+1-818-609-0586x4447,Scheduled Demo,Yes,/scheduledemo.php,477.36341587446304,PayPal,Resolved,5
2022,France,Stephanie Bennett,sophia17@example.org,04 49 49 13 44,Software Assistance,Yes,/prototype.php,280.941487121341,Debit Card,Failed,5
2022,Zimbabwe,Joseph Stanley,mmartinez@example.net,855.854.8194x24951,Chatting with Sales Representative,Yes,/event.php,181.06609264803802,Bank Transfer,Resolved,5
2024,France,Audrey Schneider,kathleennguyen@example.org,+33 1 53 29 25 06,AI-Powered Virtual Assistant,No,/scheduledemo.php,166.33463331545593,Bank Transfer,Failed,2
2023,Canada,Christopher Dawson,wle@example.net,(460) 125-2040,AI-Powered Virtual Assistant,Yes,/event.php,270.9246391542837,Credit Card,Failed,4
2022,Brazil,Tracy Oliver,javierarmstrong@example.net,+55 71 2307-5489,Scheduled Demo,No,/index.html,173.03888647312542,Debit Card,Failed,3
2025,Brazil,Patrick Smith,anthonyhopkins@example.com,0500-096-2213,AI-Powered Virtual Assistant,Yes,/event.php,353.1907057290486,Debit Card,Pending,2
2023,Portugal,James Johnson,larsenchristine@example.org,340.691.5293x4157,Software Assistance,No,/scheduledemo.php,288.20781606936015,Bank Transfer,Resolved,6
2025,France,Michele Marshall,keithgomez@example.com,+33 (0)1 55 78 64 90,Prototyping solutions,No,/prototype.php,397.5666723810632,Debit Card,Failed,6
2022,Portugal,Melody Lewis,nhurst@example.org,001-663-216-6245x9079,Software Assistance,Yes,/index.html,110.72768754552288,Debit Card,Resolved,2
2022,Portugal,Johnny Roth,michaelcameron@example.org,(334)702-1668x814,Prototyping solutions,No,/index.html,441.60350740779097,Bank Transfer,Pending,4
2025,Zambia,Susan Schmidt,bowens@example.net,+1-413-376-6980x86204,Inquiring about Events,No,/scheduledemo.php,372.3564128884092,Debit Card,Resolved,2
2022,UK,Samantha Butler,richardsloan@example.net,+441144960436,Software Assistance,No,/event.php,110.14557251559908,PayPal,Pending,2
2022,China,Frank Scott,otaylor@example.com,18136550781,Scheduled Demo,No,/event.php,182.99144022103508,Credit Card,Resolved,2
2022,Australia,Christian Aguilar DDS,ryanharris@example.net,(02)90124325,Chatting with Sales Representative,No,/event.php,446.26493496084237,Credit Card,Failed,6
2023,Japan,April Pena,phillipspaula@example.com,090-8953-0162,AI-Powered Virtual Assistant,No,/scheduledemo.php,110.13554610495393,Credit Card,Pending,4
2025,Zambia,Kayla Lee,teresawest@example.org,705.705.1487,Scheduled Demo,No,/images/events.jpg,306.2936103779297,Debit Card,Pending,4
2023,Brazil,Aaron Johnson,mullinsmarissa@example.net,+55 21 4736 0627,AI-Powered Virtual Assistant,Yes,/scheduledemo.php,142.52195318741803,Bank Transfer,Failed,6
2025,Brazil,Dr. Brittany Farley MD,stevehall@example.net,+55 (071) 2949 8941,Inquiring about Events,Yes,/scheduledemo.php,360.9538513856793,PayPal,Failed,3
2023,China,Michelle Brown,charlesporter@example.org,13199547044,Chatting with Sales Representative,Yes,/index.html,322.4840198132835,PayPal,Failed,5
2025,France,James Phillips,joel49@example.org,+33 2 21 98 78 19,Inquiring about Events,Yes,/images/events.jpg,240.44512321713313,Bank Transfer,Pending,3
2024,UK,Lisa Norris,hansonandrea@example.net,(0116) 496 0334,AI-Powered Virtual Assistant,No,/scheduledemo.php,429.0388190508451,Bank Transfer,Pending,6
2022,Brazil,Christopher Gamble PhD,bellmaria@example.org,0500-901-1151,Scheduled Demo,Yes,/scheduledemo.php,238.30861033063812,Credit Card,Pending,4
2022,Brazil,Jeff Blackwell,donald39@example.com,(061) 0885 5021,Chatting with Sales Representative,Yes,/event.php,343.62167545874695,Bank Transfer,Failed,2
2024,USA,Jamie Hodge,edgarwinters@example.org,450.555.7668,Chatting with Sales Representative,No,/images/events.jpg,267.9150887146411,Debit Card,Resolved,2
2023,Japan,Timothy Morton,james11@example.net,090-8542-9079,Software Assistance,No,/event.php,312.76677548244317,PayPal,Pending,3
