Year,Country,Customer Name,Email,Phone Number,Job Requested,Event Participation,Page Accessed,Sales Revenue,Payment Method,Resolution Status,Satisfaction Rating
2025,France,Jeffery Williams,vanderson@example.com,0563267595,AI-Powered Virtual Assistant,No,/images/events.jpg,252.49683161826343,PayPal,Failed,4
2022,India,Kelly Ferguson,cannonkevin@example.org,+916541715014,Chatting with Sales Representative,Yes,/images/events.jpg,405.940766580959,PayPal,Pending,3
2024,Russia,Jennifer Johnson,jwilson@example.com,+7 (004) 050-6469,Chatting with Sales Representative,No,/images/events.jpg,163.85029074526943,Debit Card,Failed,4
2025,Jamaica,Briana Mcguire,ricky07@example.org,+1-305-679-2798x03839,Software Assistance,No,/prototype.php,390.58812238451407,Credit Card,Failed,6
2023,Canada,Hector Mendoza,ashley15@example.com,777.036.2038,Inquiring about Events,Yes,/event.php,426.1803278497755,Debit Card,Failed,5
2025,Zambia,Laura Hanson,ehester@example.net,+1-495-747-3021x7762,Inquiring about Events,No,/index.html,289.357921347382,Credit Card,Pending,4
2022,Brazil,Laura Zimmerman,angela20@example.org,(081) 9930-9076,Software Assistance,Yes,/index.html,475.9617002436005,PayPal,Pending,7
2023,USA,Linda Ferguson,dakota90@example.net,9157533855,AI-Powered Virtual Assistant,Yes,/images/events.jpg,301.5205956426325,Credit Card,Resolved,3
2023,Zimbabwe,Joseph Gallegos,marshallvanessa@example.com,001-363-803-5794,AI-Powered Virtual Assistant,Yes,/images/events.jpg,362.1050614917366,Credit Card,Pending,7
2024,Germany,Jessica Kim,clarksean@example.com,+49(0)3773917895,Chatting with Sales Representative,No,/scheduledemo.php,385.3674936119356,Credit Card,Failed,7
2024,India,Heather Briggs,john84@example.org,0307830737,Prototyping solutions,Yes,/event.php,339.9545301754269,Credit Card,Resolved,5
2022,Canada,Pamela Barr,richard79@example.com,1 (189) 502-6127,Prototyping solutions,Yes,/scheduledemo.php,309.48814420606845,PayPal,Resolved,4
2024,France,Harry Vargas,gregory95@example.org,+33 (0)1 78 29 32 17,AI-Powered Virtual Assistant,No,/index.html,455.70820276350054,PayPal,Pending,3
2024,Germany,Wendy Henry,ymeyer@example.net,08287 849517,Prototyping solutions,No,/event.php,386.08487933272755,PayPal,Resolved,3
2022,UK,Joshua Collins,erica73@example.net,02074960509,AI-Powered Virtual Assistant,Yes,/images/events.jpg,295.33810040695937,Bank Transfer,Resolved,5
2022,Spain,Angel Stevens,hullpatrick@example.org,279.307.7021,Software Assistance,No,/event.php,451.9782395975478,PayPal,Pending,6
2025,USA,James Hart,andrew27@example.com,001-488-932-2114x93639,Inquiring about Events,Yes,/scheduledemo.php,286.4324572994405,Bank Transfer,Failed,5
2022,Brazil,David Bradley,josephrodriguez@example.com,+55 81 3016-7057,Inquiring about Events,Yes,/event.php,324.34124770167296,Bank Transfer,Resolved,5
2025,Netherlands,Vincent Campbell,lauravaldez@example.com,001-755-249-8544,Inquiring about Events,No,/images/events.jpg,247.51038575583846,Credit Card,Resolved,4
2023,Australia,Daniel Gomez,austin56@example.org,07-5522-4582,Chatting with Sales Representative,No,/event.php,251.15518783901453,Bank Transfer,Pending,4
2025,France,Anthony Love,swilson@example.net,+33 5 17 17 75 26,Chatting with Sales Representative,No,/index.html,400.63450455339364,Debit Card,Pending,5
2022,Spain,Michael Fields,shannon75@example.com,+1-818-609-0586x4447,Scheduled Demo,Yes,/scheduledemo.php,108.81444917647234,PayPal,Resolved,6
2022,France,Stephanie Bennett,sophia17@example.org,04 49 49 13 44,Prototyping solutions,Yes,/prototype.php,176.2130855415486,Debit Card,Pending,6
2022,Zimbabwe,Joseph Stanley,mmartinez@example.net,855.854.8194x24951,Inquiring about Events,Yes,/event.php,259.76805560769924,Bank Transfer,Failed,6
2024,France,Audrey Schneider,kathleennguyen@example.org,+33 1 53 29 25 06,AI-Powered Virtual Assistant,Yes,/scheduledemo.php,121.03218556421425,Bank Transfer,Failed,3
2023,Canada,Christopher Dawson,wle@example.net,(460) 125-2040,Scheduled Demo,No,/event.php,257.4110133052162,Credit Card,Resolved,5
2022,Brazil,Tracy Oliver,javierarmstrong@example.net,+55 71 2307-5489,Scheduled Demo,Yes,/index.html,471.3398517802504,Debit Card,Resolved,4
2025,Brazil,Patrick Smith,anthonyhopkins@example.com,0500-096-2213,Scheduled Demo,Yes,/event.php,407.72436462266273,Debit Card,Failed,3
2023,Portugal,James Johnson,larsenchristine@example.org,340.691.5293x4157,Inquiring about Events,No,/scheduledemo.php,478.435761413066,Bank Transfer,Resolved,7
2025,France,Michele Marshall,keithgomez@example.com,+33 (0)1 55 78 64 90,Prototyping solutions,Yes,/prototype.php,382.01854096199645,Debit Card,Failed,7
2022,Portugal,Melody Lewis,nhurst@example.org,001-663-216-6245x9079,Chatting with Sales Representative,Yes,/index.html,236.3419695583183,Debit Card,Pending,3
2022,Portugal,Johnny Roth,michaelcameron@example.org,(334)702-1668x814,Scheduled Demo,No,/index.html,368.9827618242094,Bank Transfer,Failed,5
2025,Zambia,Susan Schmidt,bowens@example.net,+1-413-376-6980x86204,AI-Powered Virtual Assistant,No,/scheduledemo.php,378.72183753267063,Debit Card,Resolved,3
2022,UK,Samantha Butler,richardsloan@example.net,+441144960436,Inquiring about Events,Yes,/event.php,149.56975773402985,PayPal,Failed,3
2022,China,Frank Scott,otaylor@example.com,18136550781,Software Assistance,No,/event.php,338.3493447460591,Credit Card,Pending,3
2022,Australia,Christian Aguilar DDS,ryanharris@example.net,(02)90124325,Software Assistance,Yes,/event.php,107.45266707894818,Credit Card,Failed,7
2023,Japan,April Pena,phillipspaula@example.com,090-8953-0162,Chatting with Sales Representative,Yes,/scheduledemo.php,379.915518343594,Credit Card,Pending,5
2025,Zambia,Kayla Lee,teresawest@example.org,705.705.1487,Software Assistance,No,/images/events.jpg,224.99003175082927,Debit Card,Pending,5
2023,Brazil,Aaron Johnson,mullinsmarissa@example.net,+55 21 4736 0627,Scheduled Demo,Yes,/scheduledemo.php,191.69066836264574,Bank Transfer,Pending,7
2025,Brazil,Dr. Brittany Farley MD,stevehall@example.net,+55 (071) 2949 8941,Chatting with Sales Representative,Yes,/scheduledemo.php,291.31685804131337,PayPal,Resolved,4
2023,China,Michelle Brown,charlesporter@example.org,13199547044,Software Assistance,No,/index.html,336.26033451233,PayPal,Resolved,6
2025,France,James Phillips,joel49@example.org,+33 2 21 98 78 19,Software Assistance,No,/images/events.jpg,418.4916306720245,Bank Transfer,Pending,4
2024,UK,Lisa Norris,hansonandrea@example.net,(0116) 496 0334,Software Assistance,No,/scheduledemo.php,167.3692148660849,Bank Transfer,Failed,7
2022,Brazil,Christopher Gamble PhD,bellmaria@example.org,0500-901-1151,Scheduled Demo,No,/scheduledemo.php,422.75479464874695,Credit Card,Resolved,5
2022,Brazil,Jeff Blackwell,donald39@example.com,(061) 0885 5021,Inquiring about Events,Yes,/event.php,360.56084706133913,Bank Transfer,Resolved,3
2024,USA,Jamie Hodge,edgarwinters@example.org,450.555.7668,Chatting with Sales Representative,Yes,/images/events.jpg,416.49601719679794,Debit Card,Resolved,3
2023,Japan,Timothy Morton,james11@example.net,090-8542-9079,Prototyping solutions,Yes,/event.php,336.1734953709457,PayPal,Pending,4
