Year,Country,Customer Name,Email,Phone Number,Job Requested,Response Time,Event Participation,Page Accessed,Sales Revenue,Payment Method,Resolution Status,Satisfaction Rating
2023,Jamaica,Theresa Brown,suttoncorey@example.org,592.974.5168x899,AI-Powered Virtual Assistant,"(27,)",Yes,/images/events.jpg,338.467805210263,PayPal,Failed,5
2025,France,Roberta Howell,tylerronald@example.org,+33 (0)1 48 39 49 39,Chatting with Sales Representative,"(15,)",No,/prototype.php,471.688974112525,PayPal,Resolved,4
2024,USA,Jackie Hale,ian02@example.net,+1-861-605-6692,Chatting with Sales Representative,"(8,)",Yes,/event.php,180.91260513189138,PayPal,Failed,8
2022,China,Mandy Rollins,carrolldennis@example.net,18900852056,AI-Powered Virtual Assistant,"(46,)",No,/images/events.jpg,342.82453305854403,PayPal,Resolved,7
2023,Zimbabwe,Madison Franklin,gsawyer@example.net,(861)941-4952x00577,Scheduled Demo,"(59,)",No,/images/events.jpg,292.7495859366329,Debit Card,Pending,7
2022,Zambia,Dr. Jessica Clark,kirk41@example.com,+1-922-616-9840x4545,Inquiring about Events,"(23,)",No,/images/events.jpg,198.07580856513238,Credit Card,Pending,5
2024,Japan,William Smith,carrmicheal@example.net,090-2049-3344,Chatting with Sales Representative,"(14,)",No,/index.html,252.97501278172763,Bank Transfer,Resolved,8
2023,Zimbabwe,Ryan Mcdonald,yujacob@example.org,(784)859-7586x658,Scheduled Demo,"(42,)",Yes,/index.html,167.82064499875918,Credit Card,Pending,7
2023,Brazil,Tara Nguyen,guerrerocandace@example.com,41 4793-4913,AI-Powered Virtual Assistant,"(50,)",Yes,/index.html,399.6244813702649,PayPal,Resolved,4
2025,Zambia,Natalie Montgomery,melissa10@example.net,818-521-6977,Prototyping solutions,"(5,)",No,/event.php,227.88530397343175,PayPal,Resolved,4
2024,Russia,Kevin Wang,brett52@example.net,+7 770 312 95 40,Scheduled Demo,"(14,)",Yes,/images/events.jpg,445.87185662519494,Credit Card,Resolved,4
2023,Russia,Chad Ray,kathy52@example.com,+78237933471,Software Assistance,"(31,)",Yes,/images/events.jpg,491.7284987487091,Bank Transfer,Resolved,6
2022,Netherlands,Angela Michael,stevencooke@example.net,459-980-6638x27175,Software Assistance,"(32,)",Yes,/prototype.php,103.10541191307743,Debit Card,Pending,8
2022,Zimbabwe,Gabrielle Long,ryannavarro@example.org,+1-252-418-6321,Scheduled Demo,"(41,)",Yes,/event.php,282.8805839946231,Bank Transfer,Resolved,6
2023,Brazil,Debbie Baker,justin10@example.com,+55 31 2873 3797,Inquiring about Events,"(41,)",No,/scheduledemo.php,412.47873669167734,Bank Transfer,Pending,6
2022,Germany,Megan Richardson,staceyprice@example.com,00647 48664,Prototyping solutions,"(27,)",No,/event.php,350.3422906137505,Bank Transfer,Pending,6
2022,Germany,Scott Ayers,joseph73@example.org,+49(0)3827 10722,Software Assistance,"(39,)",Yes,/scheduledemo.php,117.69792298608586,PayPal,Failed,4
2023,Canada,Amy Maynard,xsullivan@example.net,(109) 556-4772,Inquiring about Events,"(2,)",No,/index.html,145.82492267694926,Debit Card,Resolved,6
2022,China,Ann Wilson,robinalexander@example.org,18850829046,Prototyping solutions,"(40,)",Yes,/images/events.jpg,453.69171866105467,Debit Card,Pending,6
2023,Russia,Tyler Walker,sandra59@example.com,+7 (931) 207-9287,Prototyping solutions,"(5,)",No,/index.html,135.42283056074024,Bank Transfer,Pending,5
2022,Jamaica,Mary Collins,wsullivan@example.com,472-359-0708x94719,AI-Powered Virtual Assistant,"(23,)",Yes,/event.php,435.78449846190665,Bank Transfer,Resolved,5
2024,India,Stephanie Whitehead,leekeith@example.net,0132065695,Prototyping solutions,"(35,)",No,/images/events.jpg,227.68256614402938,Credit Card,Pending,5
2022,France,Henry Burgess,paul85@example.org,+33 (0)3 85 37 89 23,Prototyping solutions,"(8,)",No,/scheduledemo.php,237.92073767628906,Debit Card,Failed,5
2023,Jamaica,Calvin Gamble,davieselizabeth@example.org,308.671.9103,Scheduled Demo,"(35,)",No,/event.php,104.86260441816353,Credit Card,Resolved,4
2024,Jamaica,Betty Richard,thernandez@example.net,+1-435-364-1154,Prototyping solutions,"(18,)",No,/prototype.php,302.626736257773,Debit Card,Resolved,8
2023,USA,Brent Martin,randybender@example.net,(579)835-9619x9130,Software Assistance,"(10,)",No,/event.php,409.74814380681204,Bank Transfer,Resolved,4
2023,Zimbabwe,Anne Taylor,bartlettaustin@example.net,2567504239,Chatting with Sales Representative,"(15,)",No,/index.html,263.4848939288387,Credit Card,Failed,6
2024,India,Stacy Taylor,nsanders@example.org,+911816602256,Software Assistance,"(50,)",No,/images/events.jpg,498.3458796853278,Bank Transfer,Resolved,5
2023,India,Joshua Williams,pateljoel@example.com,+913335718650,AI-Powered Virtual Assistant,"(3,)",Yes,/index.html,478.49593119554174,PayPal,Pending,5
2025,Brazil,Alan Stokes,nicolegreen@example.org,+55 81 8156-2841,Software Assistance,"(7,)",No,/images/events.jpg,482.3708464948542,Credit Card,Pending,6
2025,UK,Anna Reyes,gomezregina@example.org,(642)904-8471,Scheduled Demo,"(56,)",No,/prototype.php,340.78690213483173,Credit Card,Resolved,6
2025,Australia,Matthew Davis,hessashley@example.org,(07)39694619,Prototyping solutions,"(57,)",No,/scheduledemo.php,174.88941169910362,Credit Card,Pending,4
2023,India,Matthew Freeman,beckyjordan@example.net,+918777003046,Chatting with Sales Representative,"(57,)",Yes,/prototype.php,195.9915575120304,PayPal,Resolved,7
2024,Jamaica,Erin Marks,esutton@example.net,(401)793-2750x9919,Scheduled Demo,"(37,)",No,/index.html,384.3572095868892,Credit Card,Resolved,7
2023,China,Dr. Brian Dominguez Jr.,lthompson@example.com,18775105477,Prototyping solutions,"(1,)",Yes,/images/events.jpg,119.31956747587718,Debit Card,Pending,4
2024,China,Jennifer Johnson,veronicaberry@example.org,18960450313,Inquiring about Events,"(45,)",Yes,/event.php,107.18238859331083,Bank Transfer,Failed,7
2024,Germany,David Taylor,zacharycampos@example.org,+49(0)5712 95446,Scheduled Demo,"(31,)",Yes,/scheduledemo.php,168.35892506461835,PayPal,Failed,6
2025,China,Sara Lowe,logan66@example.net,13719176491,Inquiring about Events,"(16,)",Yes,/scheduledemo.php,223.9984384472478,Bank Transfer,Pending,7
2025,Jamaica,Ashley Wheeler,jennifer92@example.com,549-676-8646,AI-Powered Virtual Assistant,"(19,)",Yes,/images/events.jpg,408.73645318507806,Bank Transfer,Resolved,7
2025,Netherlands,Ryan Burgess,johnsonshawn@example.org,442-413-1022x581,Inquiring about Events,"(2,)",No,/event.php,282.7170416349219,PayPal,Failed,4
2023,Zambia,Abigail Newman,vmiller@example.org,788.461.4184,Inquiring about Events,"(18,)",Yes,/scheduledemo.php,486.46111915151823,Debit Card,Pending,4
2024,Portugal,Crystal Daugherty,brownmegan@example.net,+1-633-244-9427x441,Scheduled Demo,"(47,)",No,/scheduledemo.php,242.68261217448622,Debit Card,Resolved,8
2022,UK,Crystal Jones,rebecca64@example.com,001-767-384-7463x24173,Prototyping solutions,"(53,)",Yes,/event.php,106.33502465886492,Bank Transfer,Failed,4
2024,Canada,Darren Johnson,phyllis81@example.net,477-959-1077,Chatting with Sales Representative,"(1,)",No,/event.php,225.35154910104188,PayPal,Resolved,4
2024,Brazil,Shannon Martin,sanchezkayla@example.org,(071) 1312 8864,AI-Powered Virtual Assistant,"(30,)",Yes,/index.html,390.41110847924807,PayPal,Resolved,6
2024,Germany,Danielle Barnes,brianpittman@example.org,04851 101067,Inquiring about Events,"(7,)",Yes,/scheduledemo.php,123.21430419622513,Bank Transfer,Resolved,6
2024,France,Heather Wade,andrewjones@example.org,03 25 08 88 04,Software Assistance,"(33,)",Yes,/images/events.jpg,375.84533473472186,PayPal,Pending,5
2025,Spain,Allen Weaver,chloe71@example.com,760.365.3537x4237,Scheduled Demo,"(22,)",No,/images/events.jpg,229.12463992718634,Debit Card,Resolved,4
2023,Russia,Amanda Pena,martinvalerie@example.org,85309772330,AI-Powered Virtual Assistant,"(19,)",Yes,/index.html,310.95564847149205,Credit Card,Pending,6
2025,Zambia,Laura Gonzalez,daniel02@example.org,698-644-8113x88466,Chatting with Sales Representative,"(51,)",No,/prototype.php,300.136055295125,PayPal,Failed,7
2024,Jamaica,Samantha Johnson,aaron12@example.org,268.532.1231x41498,AI-Powered Virtual Assistant,"(54,)",No,/prototype.php,329.74396047032883,Credit Card,Resolved,6
2022,UK,Jeffrey Poole,michael65@example.com,001-954-683-6286x64694,Software Assistance,"(47,)",No,/images/events.jpg,357.763624611078,Credit Card,Resolved,8
2022,UK,Jackie Fisher,tylergreene@example.net,618-781-3033x5474,Chatting with Sales Representative,"(54,)",Yes,/images/events.jpg,461.02687772199727,Credit Card,Resolved,8
2023,Netherlands,Dustin Hutchinson,owensjennifer@example.com,9392941045,Scheduled Demo,"(38,)",Yes,/index.html,488.4494952636082,Credit Card,Pending,7
2025,UK,Brandi Scott,harperkatherine@example.com,697.675.5152x344,Scheduled Demo,"(12,)",No,/scheduledemo.php,278.5248940982909,Bank Transfer,Failed,7
2023,China,Brett Forbes,nunderwood@example.net,13965845260,Software Assistance,"(30,)",Yes,/event.php,441.8750575757557,Debit Card,Failed,4
2025,Canada,Stacy Wilson,jenniferbrown@example.com,(469) 731-7662,Software Assistance,"(13,)",Yes,/prototype.php,293.3556006004433,Debit Card,Resolved,6
2024,Jamaica,Jason Blankenship,zlindsey@example.net,395-374-7639,Inquiring about Events,"(50,)",Yes,/scheduledemo.php,182.47225341383046,PayPal,Resolved,7
2023,India,Peter Gordon,vross@example.com,+915356477439,Scheduled Demo,"(44,)",Yes,/scheduledemo.php,172.13915926351183,PayPal,Failed,4
2025,India,Abigail Patel,barmstrong@example.org,00366713235,AI-Powered Virtual Assistant,"(34,)",Yes,/event.php,487.3324797324397,Credit Card,Resolved,7
2023,Spain,Alicia Romero,nmathews@example.com,(732)412-3676,Scheduled Demo,"(26,)",Yes,/scheduledemo.php,288.03329710683806,Credit Card,Resolved,4
2025,Brazil,Robert Burns,qhensley@example.net,+55 (011) 2202-0060,Inquiring about Events,"(25,)",Yes,/scheduledemo.php,226.22423922815773,PayPal,Resolved,8
2022,Zambia,Jordan Hoffman,hcaldwell@example.net,+1-412-922-4171x445,AI-Powered Virtual Assistant,"(60,)",No,/prototype.php,401.57330765428276,Credit Card,Failed,7
2024,Portugal,James Lucas,brandonturner@example.com,360-305-9492x157,Software Assistance,"(22,)",No,/scheduledemo.php,429.6590823987153,PayPal,Failed,6
2022,India,Patrick Fowler,youngtimothy@example.net,+915716237587,Software Assistance,"(21,)",Yes,/images/events.jpg,331.34957216713366,PayPal,Resolved,5
2024,Germany,Christy Ramirez,zperez@example.net,(04581) 77803,Inquiring about Events,"(55,)",Yes,/index.html,211.92740176645546,Credit Card,Pending,8
2024,Zambia,Mr. Robert Coleman,dakotacarter@example.org,+1-341-519-9762x3764,Prototyping solutions,"(12,)",Yes,/scheduledemo.php,120.21066088942587,PayPal,Pending,5
2024,Netherlands,Jason Steele,davidhancock@example.net,251-805-7627,Scheduled Demo,"(60,)",No,/images/events.jpg,463.2386236984062,PayPal,Resolved,8
2023,UK,Kim Riley,hcurry@example.org,531-763-4481x883,AI-Powered Virtual Assistant,"(47,)",No,/images/events.jpg,181.30164712279174,Debit Card,Resolved,4
2024,Portugal,Timothy Poole,charles43@example.net,(373)732-3439x36296,Software Assistance,"(9,)",No,/event.php,308.2994023772061,Debit Card,Failed,6
2022,USA,Mrs. Brenda Smith MD,zmolina@example.org,+1-884-529-0891x75136,AI-Powered Virtual Assistant,"(60,)",No,/scheduledemo.php,168.99236155783552,PayPal,Pending,5
2022,Jamaica,Tonya Aguilar,charles94@example.com,(266)985-6987x573,Prototyping solutions,"(59,)",No,/index.html,140.67026211506578,PayPal,Pending,6
2025,Portugal,Frederick Huffman,cookderek@example.org,4727460950,Chatting with Sales Representative,"(11,)",Yes,/images/events.jpg,177.4081973478503,Debit Card,Pending,8
2022,USA,Christine Richardson,zharper@example.net,001-491-455-7484,Prototyping solutions,"(9,)",Yes,/event.php,156.62662726864164,Debit Card,Resolved,7
2024,Spain,Jesus Owens,juan18@example.com,702-450-6917x60847,Chatting with Sales Representative,"(2,)",Yes,/event.php,127.7071071535123,PayPal,Pending,7
2024,China,Elizabeth Gray,paynenathan@example.com,13101422974,Scheduled Demo,"(47,)",No,/index.html,224.956811790855,Bank Transfer,Resolved,4
2022,Canada,Robert Wood,jenniferballard@example.com,(437) 842-7368,Chatting with Sales Representative,"(8,)",Yes,/prototype.php,458.72800712718447,Bank Transfer,Pending,6
2025,Australia,Karen Bradley,raymondthomas@example.com,+61.463.771.517,AI-Powered Virtual Assistant,"(19,)",Yes,/event.php,105.68308723566102,Bank Transfer,Failed,4
2023,Australia,William Leonard,dhall@example.net,1869-5770,Inquiring about Events,"(18,)",No,/event.php,495.56069447218476,PayPal,Failed,5
2023,France,Isabel Griffith,thomas66@example.com,06 95 43 36 75,AI-Powered Virtual Assistant,"(29,)",No,/scheduledemo.php,412.32685752528585,Credit Card,Failed,8
2025,Portugal,Calvin Simon,alyssayates@example.net,477-599-5470,Software Assistance,"(37,)",No,/images/events.jpg,368.47381749505803,Debit Card,Resolved,4
2024,UK,Thomas Meyer,dawnoconnor@example.net,611-240-9378x46777,Prototyping solutions,"(29,)",No,/images/events.jpg,412.52217244049,Debit Card,Failed,8
2022,USA,Pamela Turner,debra13@example.org,(384)312-3856x1541,Scheduled Demo,"(42,)",No,/scheduledemo.php,345.5329005767046,Debit Card,Pending,7
2022,USA,Kimberly Rodgers,icook@example.org,(309)388-1317x136,Chatting with Sales Representative,"(60,)",Yes,/event.php,153.36937375136165,Debit Card,Resolved,8
2025,India,Leah Perry,favila@example.net,7916269872,Inquiring about Events,"(1,)",Yes,/prototype.php,477.8064334081714,Bank Transfer,Failed,5
2025,Spain,Kristin White,tgordon@example.net,001-918-595-3864x0318,Chatting with Sales Representative,"(10,)",Yes,/scheduledemo.php,197.67463440332133,Credit Card,Resolved,8
2022,Canada,Angela Becker,brianamartin@example.com,(265) 644-6880 x299,Inquiring about Events,"(20,)",No,/event.php,334.29090355653113,Debit Card,Failed,5
2022,Portugal,Joseph Ortega,lrodriguez@example.org,+1-526-442-6224x4085,Software Assistance,"(2,)",No,/images/events.jpg,474.99813307302895,Debit Card,Failed,7
2025,Zimbabwe,Mrs. Ashley Mack,montgomerychristopher@example.com,467-774-9888,AI-Powered Virtual Assistant,"(11,)",Yes,/prototype.php,307.1854633105331,Credit Card,Pending,4
2024,India,Jacqueline Acosta,stacy91@example.com,03095339792,Scheduled Demo,"(16,)",No,/prototype.php,258.6090247573862,Credit Card,Failed,7
2024,Netherlands,Mark Parrish,gregory73@example.net,+1-692-893-8977x0140,Chatting with Sales Representative,"(12,)",No,/images/events.jpg,405.7553001501308,Bank Transfer,Pending,8
2022,Portugal,Crystal Walsh,idavenport@example.org,(601)491-5623,Software Assistance,"(32,)",No,/images/events.jpg,348.725110153626,Credit Card,Resolved,4
2025,France,Michele Robinson,acox@example.net,0223510413,Chatting with Sales Representative,"(7,)",Yes,/event.php,144.07330984253332,Bank Transfer,Resolved,4
2024,Zambia,Greg Kelley,jasonwilkerson@example.com,754-789-6784x50415,Software Assistance,"(45,)",Yes,/images/events.jpg,192.79571288528135,Debit Card,Failed,8
2023,Spain,Misty Le,rodriguezsteven@example.net,001-225-895-7376x285,Chatting with Sales Representative,"(42,)",No,/index.html,296.5269012339342,PayPal,Failed,6
2024,UK,Laurie Silva,josephcharles@example.net,348.490.7941x0572,Inquiring about Events,"(3,)",No,/scheduledemo.php,112.9399866328011,Debit Card,Pending,8
2022,Zimbabwe,Erin Lucas,townsendjoseph@example.org,001-951-979-2477x4177,Software Assistance,"(18,)",Yes,/prototype.php,497.5892540594626,Bank Transfer,Pending,7
2023,Australia,Ryan Grimes,mendozaerik@example.net,59970435,Scheduled Demo,"(31,)",Yes,/prototype.php,160.70329085156555,Bank Transfer,Pending,5
2023,Russia,Michael Sutton,kenneth14@example.com,8 (815) 977-87-12,Inquiring about Events,"(7,)",No,/prototype.php,358.8834225823321,Debit Card,Resolved,7
2022,UK,Chelsea Barnes DDS,hughesmiranda@example.org,5082083736,Chatting with Sales Representative,"(37,)",Yes,/prototype.php,133.54982890539384,Bank Transfer,Resolved,7
2023,Netherlands,John Melton,bradley84@example.org,451.735.9363,Software Assistance,"(9,)",Yes,/index.html,487.64534598547687,Debit Card,Resolved,5
2025,Canada,Crystal Perez,fmendoza@example.net,401.411.7620,Scheduled Demo,"(1,)",No,/prototype.php,468.8490176634471,Credit Card,Pending,4
2023,Spain,Jeffrey Hernandez,richardlisa@example.org,(261)784-4464,Software Assistance,"(59,)",Yes,/images/events.jpg,465.9379564779197,Bank Transfer,Resolved,8
2023,Spain,Luis Crawford,randall55@example.org,001-629-787-1663,Chatting with Sales Representative,"(50,)",Yes,/index.html,412.12438441280665,Bank Transfer,Resolved,8
2025,Netherlands,Julie Freeman,lisa81@example.org,001-842-345-9190x26606,Inquiring about Events,"(8,)",No,/prototype.php,116.7744057503552,Bank Transfer,Failed,4
2023,Germany,Laura Martinez,timothy62@example.net,(02162) 35247,Prototyping solutions,"(60,)",No,/prototype.php,207.94853017492204,PayPal,Pending,6
2023,Portugal,Sherry Velez,michaelho@example.net,001-775-332-0174x632,Prototyping solutions,"(18,)",Yes,/index.html,409.15919681819264,Debit Card,Pending,4
2025,Brazil,Christopher Ferguson,scurtis@example.org,+55 61 1295-5455,Inquiring about Events,"(41,)",No,/event.php,191.62464245231251,Debit Card,Failed,4
2024,Germany,Katherine Adams,nicholas96@example.net,04012 67722,AI-Powered Virtual Assistant,"(59,)",No,/event.php,401.28332539476986,PayPal,Pending,7
2024,UK,Laura Wade,david59@example.org,514.636.7744,Scheduled Demo,"(20,)",No,/scheduledemo.php,455.29971029660044,Debit Card,Failed,5
2022,Germany,Alan Reyes,zpowell@example.org,+49 (0) 2015 471215,Chatting with Sales Representative,"(55,)",Yes,/prototype.php,379.4112738435203,Bank Transfer,Pending,5
2022,Zimbabwe,Carla Rogers,kenneth66@example.net,001-498-212-2294x5593,Software Assistance,"(43,)",Yes,/event.php,313.7282577651057,Debit Card,Resolved,7
2022,USA,Alexander Jones,patriciamartinez@example.com,567-677-4000,Inquiring about Events,"(60,)",No,/prototype.php,360.30571351277587,Credit Card,Resolved,6
2022,Australia,Amanda Jones,rhester@example.com,+61 459 861 906,Prototyping solutions,"(28,)",No,/prototype.php,272.9420920740779,Debit Card,Failed,4
2024,Japan,Richard Fuller,peter62@example.com,070-6991-9821,Inquiring about Events,"(3,)",No,/prototype.php,207.21597892147776,PayPal,Resolved,7
2023,Brazil,Isaiah Bright,matthewsimon@example.net,+55 31 4542 5647,Prototyping solutions,"(29,)",Yes,/images/events.jpg,348.41233173229523,Debit Card,Resolved,6
2023,USA,Travis Martinez,joel61@example.org,+1-450-716-1782x78479,Software Assistance,"(6,)",No,/prototype.php,310.8644479610929,Debit Card,Resolved,8
2024,Portugal,Allison Villarreal,megan71@example.org,(454)891-7834x62260,Software Assistance,"(38,)",Yes,/event.php,418.61231561839503,Debit Card,Pending,6
2023,Brazil,Amber Navarro,johnkelley@example.org,(081) 6964-1603,AI-Powered Virtual Assistant,"(49,)",Yes,/prototype.php,493.4030347533608,Credit Card,Pending,8
2022,USA,Mitchell Kim,xhood@example.net,(502)293-4672,AI-Powered Virtual Assistant,"(31,)",Yes,/event.php,246.17793217203635,Credit Card,Pending,4
2024,Canada,Anthony Davis,elizabeth12@example.com,1 (491) 716-6561,Chatting with Sales Representative,"(27,)",Yes,/prototype.php,402.8410366386237,PayPal,Resolved,4
2025,Jamaica,Kayla Gonzalez,michellemitchell@example.net,310-649-6280,Software Assistance,"(36,)",No,/scheduledemo.php,244.40918091378586,Credit Card,Resolved,5
2023,Russia,Mr. Scott Gonzalez,brittney73@example.org,8 (553) 415-1603,Software Assistance,"(1,)",Yes,/prototype.php,397.3557333680442,Debit Card,Resolved,5
2022,Zimbabwe,John Jones,kinggina@example.org,+1-731-638-0134x56266,Software Assistance,"(25,)",Yes,/prototype.php,290.2468044251601,Debit Card,Pending,6
2025,Canada,Joan Gordon,paul82@example.net,656.641.9529,Prototyping solutions,"(21,)",Yes,/scheduledemo.php,133.40992157649833,Debit Card,Failed,7
2024,Brazil,Stephanie Johnson,juliaoconnell@example.org,(041) 2782-1995,Scheduled Demo,"(2,)",No,/event.php,231.96548509070308,PayPal,Failed,4
2023,Japan,Jamie Khan,jodi81@example.com,070-7167-2470,Chatting with Sales Representative,"(54,)",Yes,/images/events.jpg,445.9779357755663,Bank Transfer,Failed,8
2022,Russia,Jeremy Ward,sheliabutler@example.net,+7 013 414 05 99,Inquiring about Events,"(16,)",No,/scheduledemo.php,286.0775028603024,Bank Transfer,Resolved,6
2025,Zambia,Maria Ball,kurt69@example.com,+1-916-973-8437x0409,Prototyping solutions,"(22,)",No,/images/events.jpg,464.47957811844753,PayPal,Failed,7
2024,Australia,David Garcia,patriciahendrix@example.com,7239-5186,Inquiring about Events,"(39,)",Yes,/scheduledemo.php,247.79485239049131,Bank Transfer,Failed,4
2022,Portugal,Kathleen Jimenez,starkandrew@example.net,448.764.1590,Inquiring about Events,"(57,)",No,/index.html,317.4799095912166,PayPal,Failed,6
2025,Brazil,Andrew James,grace32@example.com,0800-873-7330,Inquiring about Events,"(29,)",No,/index.html,292.1003610891647,Bank Transfer,Pending,4
2023,India,Kathryn Young,wendy61@example.net,+918638398841,Inquiring about Events,"(5,)",Yes,/images/events.jpg,423.0269176911799,Credit Card,Failed,8
